"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"072104","Tres Leches Cake","Tres leches cake is as quintessentially Latin American a dessert as you'll ever find. Broadly beloved across 
cultures ranging through North, Central, and South America, a classic tres leches is typically made with a 
light, airy sponge cake that's been soaked with a mix of three kinds of milk: heavy cream, evaporated milk, 
and sweetened condensed milk. That, plus a crowning layer of whipped cream, is the formula we follow with  
Trader Joe's Tres Leches Cake, a quick, convenient, thaw-and-serve tribute to this classic confection.

Sweet, soft, and refreshing with every dairy-saturated bite, our Tres Leches Cake comes frozen and only 
requires a few hours resting at room temperature (or an overnight stay in your refrigerator) before it's ready 
to serve. We find that it makes an ideal dessert option for the spring holidays, especially when adorned with 
slices of your favorite fresh fruit, or even just a quick sprinkling of cinnamon powder. Enjoy as an after-dinner, 
after-brunch, or after-anytime treat with a cup of coffee or black tea.

 *Please check QIL to confirm current pricing.

Tres Leches Cake","https://www.traderjoes.com/content/dam/trjo/products/m20604/72104.png","7.99","[""Feeling Fancy"",""Gild The Lily"",""Treat Yourself""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/4 cake (124g)"",""calories_per_serving"":""350 ""}]"
"056018","Hatch Chile Mac & Cheese","Like the unique sweetness of Vidalia Onions from Vidalia, Georgia (U.S.A.); or the richer flavor of San Mar-
zano Tomatoes from San Marzano sul Sarno, near Naples, Italy; Hatch Chiles-grown in Hatch Valley, New 
Mexico-are special for the place from which they come. To borrow a wine making term, the terroir (or total 
natural environs) of southwestern New Mexico is what makes Hatch Chiles so special. When roasted with care, 
they are earthy, sweet, and spicy (ranging from mild to medium heat) with an alluring smokiness.

Mac & Cheese, another American favorite, is beloved not so much for its terroir (after all, it is made all over the 
place!), but more for its concept. Who wouldn't love pasta doused in a rich, creamy, cheese sauce?

It wasn't a big leap, then, to marry these two foods together, and Trader Joe's Hatch Chile Mac & Cheese 
proves it's a match made in Heaven (that most coveted, if only metaphorical, terroir). We coat semolina elbow 
macaroni in a rich, creamy, cheese sauce made from aged Cheddar, milk, and butter. Then, we notch it up with 
authentic Hatch Chiles, roasted, chopped, and mixed in for a welcoming, smoky-heat.

For a satisfying full meal, heat our Hatch Chile Mac & Cheese from frozen in the ovenable tray, in either the 
microwave or conventional oven (directions on the package). It also makes a terrific side dish, especially next 
to our Pork Rib Bites [sku 53236], or another one of our BBQ'd, pulled meats (Beef Brisket [sku 93605], Chicken 
[sku 93603], or Pork [sku 93602]). The 12 ounce, two serving box is $2.99, and only available at Trader Joe's.

02.08.
16","https://www.traderjoes.com/content/dam/trjo/products/m20602/56018.png","3.29","[""Alfresco Dining"",""Dinner Hack"",""In Lieu of Pizza""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per Serving"",""serving_size"":""1 Cup (170g)"",""calories_per_serving"":""260 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per Container"",""serving_size"":""1 Cup (170g)"",""calories_per_serving"":""520""}]"
"072994","Thai Banana Fritters","Celebrated throughout the world for its deliciousness, nutritiousness, and versatility, the humble Banana can 
be eaten raw, roasted, baked, fried, sautéed, or even flambéed. In Thailand, street vendors use native Namwa 
Bananas and coat them in a sweet batter made from shredded coconut, coconut milk, rice flour, and sesame 
seeds. They are then fried, resulting in a sensational snack or decadent dessert that has an ultra-crispy outside 
and creamy, gooey center. 

If you find yourself tempted to try this traditional Thai treat, but unable to immediately hop on a plane to 
Thailand, there's no need to go bananas - just take your taste buds to the frozen aisle of your neighborhood 
Trader Joe's for a box of Trader Joe's Thai Banana Fritters instead! They're vegan and gluten free, and they can 
be quickly crisped up in your oven or air fryer at home. Serve these Fritters as a sublime snack on their own or 
add them to a bowl of French Vanilla Ice Cream [sku 78576] for an upgraded banana split. 

 *Please check QIL to confirm current pricing.

Thai Banana Fritters","https://www.traderjoes.com/content/dam/trjo/products/m20604/72994.png","2.99","[""Feeling Adventurous"",""Gild The Lily"",""Treat Yourself""]","[""Gluten Free"",""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1/2 package (95g)"",""calories_per_serving"":""270 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1/2 package (95g)"",""calories_per_serving"":""530 ""}]"
"095341","Gone Bananas!","This product was developed in Thailand 
specifically for Trader Joe's.  The ripe 
bananas are hand sliced, then dipped in a 
rich dark chocolate coating.  These are bite-
size pieces so you can eat as many as you 
like and save the rest for later.  These bites 
are a great snack item or can be served as 
a garnish on a scoop of our rich vanilla ice 
cream.

We are selling an 8 oz. box of Trader
Joe's GONE BANANAS!....one bite at a 
time!  $1.99 

Trader Joe's Company Bulletin02/16/2011 page 33 of 38

Confidential","https://www.traderjoes.com/content/dam/trjo/products/m20604/95341.png","2.49","[""Family Style"",""Heat Wave"",""Midday Snacks"",""Yes!""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""4 pieces (43g)"",""calories_per_serving"":""100 ""}]"
"074092","When Life Gives You Lemons Make Ice Cream","Is there a fruit that gets a worse rap, rhetorically, than the humble lemon? In addition to being used to refer to 
defective devices and automobiles, it's featured prominently (and rather pejoratively) in an age-old adage about 
making the best of a bad situation - simply because it's sour! Well, we've had enough of such citric slander. In 
response, we're introducing Trader Joe's When Life Gives You Lemons Make Ice Cream, a sweet, creamy, and 
delightfully tart frozen treat to serve as the seasonal celebration that lemons so richly deserve.

Unlike the idiom that inspired its name, When Life Gives You Lemons is an example of making a great 
situation even better. Starting with a base of sweet, velvety ice cream that's been flavored with lemon juice and 
lemon zest, our supplier mixes in bits of buttery shortbread cookies to provide some textural contrast, then 
adds a bright yellow lemon swirl for even more citrus-y zing. Every spoonful is tart and sweet without ever 
becoming sharp or cloying, and with just enough toothsomeness from the shortbread bits to keep the palate 
engaged. It makes an excellent ice cream for scooping into a cone on a warm spring day, or for constructing 
superbly sweet and sour sundaes.

 *Please check QIL to confirm current pricing.

When Life Gives You Lemons
Make Ice Cream","https://www.traderjoes.com/content/dam/trjo/products/m20604/74092.png","3.79","[""Heat Wave"",""Treat Yourself""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""2/3 cup (132g)"",""calories_per_serving"":""300 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""2/3 cup (132g)"",""calories_per_serving"":""910 ""}]"
"062899","Egg Frittata","A recent review of our frozen products revealed that while we had a sizeable number of breakfast options available 
for customers, they skewed to the light and fluffy (read: carb-tastic), such as waffles, pancakes, and croissants. And 
while there's nothing wrong with waffles, pancakes, or croissants, we felt there was an opportunity to bring in some 
lower carb, higher protein offerings to round out the set. To fill this gap and bolster your breakfasts, we are excited to 
welcome Trader Joe's Egg Frittata with Swiss Cheese & Cauliflower to our frozen case!

Made with a hearty base of 41% egg and 25% Swiss cheese, Trader Joe's Egg Frittata has a fluffy texture that belies 
its protein-packed ingredient list. Earthy cauliflower, fried onions, and the aforementioned cheese create the classic, 
belly-warming breakfast profile: craveably savory and utterly delicious. To amp up the protein content, our supplier 
uses egg whites, whole eggs, and whey protein concentrate-add it all up, and you get about 12 grams of protein and 
15% of your daily calcium needs, at just 5 grams of carbs per fully-cooked Frittata! 

To achieve peak Frittata perfection, simply reheat in the microwave or bake to your heart's (and your schedule's) 
content. Its plump disc shape makes it just the right size for an egg sandwich on a TJ's British Muffin [sku 14626/90558], 
with a slice of Unexpected Cheddar [sku 96923], Fully Cooked Bacon [sku 86483], and a squirt of Sriracha Sauce [sku 
96923]. Or use two TJ's Hashbrowns [sku 96923] in place of the muffin for a crunchier, brunchier composition. On 
the other hand, if you're going for a lower carb concoction, set one of these Frittatas atop a bed of crisp salad greens 
dressed in vinaigrette, and you've got a satisfying meal on your hands, with hardly any fuss.

Seek out similar Frittatas elsewhere, and you'll find that artificial ingredients abound. We're offering 4.94-ounce 
boxes of two Trader Joe's Egg Frittata with Swiss Cheese & Cauliflower for $2.99-a value that's sure to have you 
waking up on the right side of the bed. Find them in our freezers. 

05.06.
19","https://www.traderjoes.com/content/dam/trjo/products/m20602/62899.png","3.49","[""Brunch All Day"",""Rise & Shine""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 frittatas (140g)"",""calories_per_serving"":""270 ""}]"
"071551","Tteok Bok Ki","It wouldn't be much of an exaggeration to call tteok bok ki (pronounced tuk-bow-kee) food fit for royalty: the 
first historical records of this savory and satisfying rice cake dish come from a 19th century Korean cookbook, 
where it's cited as an example of court cuisine. Originally served in soy sauce, tteok bok ki took on its modern-
day red hue and sweet, peppery flavor profile via one chef 's introduction of gochujang sauce in the mid-20th 
century, and has since become a darling of Korean BBQ connoisseurs and street food aficionados the world 
over. And now, this rich, spicy delicacy of rather royal origins has found a new domain: The freezer aisle at your 
neighborhood Trader Joe's. Make way for Trader Joe's Tteok Bok Ki!

Made for us by a supplier in Korea, each package of Trader Joe's Tteok Bok Ki comes with a portion of bite-
sized rice cakes and a packet of fiery, gochujang-spiced sauce. Equally delicious as an appetizer, snack, or meal, 
especially when topped with a fried egg or freshly grilled Short Ribs [sku 90809]. They can be prepared in a 
more traditional manner, by boiling the rice cakes in water, adding the sauce, and simmering until thick, or 
made extra crispy by giving them a turn in the skillet or air fryer prior to incorporating the sauce. In either 
case, they'll have a delightfully chewy, almost mochi-like texture, and a bold, peppery heat which pairs well 
with an ice-cold soju or frosted glass of PLZNR Czech Style Lager [sku 97321]. 

 *Please check QIL to confirm current pricing.

Tteok Bok Ki
Korean Spicy Stir-Fried Cakes","https://www.traderjoes.com/content/dam/trjo/products/m20602/71551.png","3.99","[""Feeling Adventurous"",""Mouth On Fire""]","[""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 cup frozen (140g)"",""calories_per_serving"":""280 ""}]"
"093417","Battered Fish Nuggets","A little batter, a lot of fish! Crispy, Trader Joe's Battered Fish Nuggets are lightly coated, briefly cooked in 
canola oil, and flash frozen, ready to oven bake for just about 15 to 18 minutes. The Nuggets are Alaska Pollock 
fish, a marine fish species of the cod family Gadidae. It's high in protein, about 12g per serving, and the white 
flesh is super juicy, moist, and flaky in texture. 

Fish Nuggets are perfect for fish tacos, just add a couple in Organic Flour and Corn Tortillas [sku 92402], 
topped with Green Shredded Cabbage [sku 92238], and Cilantro Salad Dressing [sku 36420] with a squeeze of 
lime. This would also be a great addition to a variety basket of battered Trader Joe's fish and chips, like Battered 
Halibut [sku 01237], Coconut Shrimp [sku 58803], and Handsome Cut Potato Fries [sku 96143] with Seafood 
Cocktail Sauce [sku 18757] and Tartar Sauce [sku 38108]. Trader Joe's Battered Fish Nuggets are an easy, 
convenient meal that even the kids will love for an after-school snack, lunch or even dinner with a side of 
ketchup and you're done. You'll find each 16-ounce box (containing about 16 pieces), every day in our freezers. 

 *Please check QIL to confirm current pricing.

Battered Fish Nuggets","https://www.traderjoes.com/content/dam/trjo/products/m20602/93417.png","5.99","[""Dinner Hack"",""Family Style"",""Finger Food""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""4 pieces (113 g/4 oz)"",""calories_per_serving"":""0 ""}]"
"052148","Vegetable Fried Rice","Frozen fried rice may sound like an oxymoron, but it is actually a brilliant time saver. Because of this convenience 
and its deliciousness, our Vegetable Fried Rice is a mainstay for many. It's packed with vegetables, including 
carrots, edamame, corn, green peas, leeks, and red bell pepper. Seasoned with soy sauce, rice wine, as well as 
some sugar, onions, seaweed, salt, and sesame oil - the medley offers rich, rounded flavor. Because the rice 
has already been cooked, it requires only a simple heating. A couple minutes in the microwave returns fluffy, 
tender grains, while a handful of minutes in a frying pan or wok (over medium heat) browns the grains and 
gives them a craveable crispness.  Delicious on its own, Vegetable Fried Rice is also a welcoming base for more 
veggies, fried tofu, TJ's Mandarin Orange Chicken [sku 66563] or TJ's Mildly Sweet & Spicy Beef and Broccoli 
[sku 54448].

We're selling each 16-ounce package of Vegetable Fried Rice for $2.49*. Find it in our freezers. 
 
*Please check QIL to confirm current pricing.

Vegetable Fried Rice","https://www.traderjoes.com/content/dam/trjo/products/m20602/52148.png","2.99","[""Family Style"",""Put An Egg On It"",""Yes!""]","[""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1-1/4 cups frozen (159g), makes 1 cup cooked"",""calories_per_serving"":""230 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1-1/4 cups frozen (159g), makes 1 cup cooked"",""calories_per_serving"":""650 ""}]"
"071519","Oat Non-Dairy Frozen Dessert Sandwiches","There's nothing quite like the feeling of coming home after a long day, nonchalantly peeking into your freezer, 
and suddenly remembering that you've got a box of ice cream sandwiches waiting for you. Or, rather, we should 
say that there used to be nothing quite like that, because with Trader Joe's Vanilla Oat Non-Dairy Frozen 
Dessert Sandwiches, that very same feeling can now be experienced with a veritably vegan version of that 
classic sweet treat! Each Sandwich is made with sweetened, vanilla-flavored, frozen oat beverage that's nestled 
between two sumptuously soft chocolate wafer cookies to deliver that satisfying, long-day-salvaging sensation 
with every bite.

A classic delight for kids and adults alike, these creamy and delicious Non-Dairy Frozen Dessert Sandwiches 
were made to be appreciated by vegans and non-vegans alike. They can be enjoyed straight out of the freezer as 
a spur-the-moment, individual indulgence, or brought out for the whole group to enjoy during a movie night, 
sleepover, or any other kind of get-together. We recommend keeping a box in your freezer as a just-in-case 
measure: you never know when the need for something sweet and nostalgia-inducing will arise, after all!

 *Please check QIL to confirm current pricing.

Vanilla Oat Non-Dairy
Frozen Dessert Sandwiches","https://www.traderjoes.com/content/dam/trjo/products/m20604/71519.png","3.69","[""Heat Wave"",""Treat Yourself""]","[""Kosher"",""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""per serving"",""serving_size"":""2 sandwiches (140g)"",""calories_per_serving"":""330 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""per container"",""serving_size"":""2 sandwiches (140g)"",""calories_per_serving"":""990 ""}]"
"072135","Okie Dokie Oat Non-Dairy Frozen Dessert","Here in the States, we might hear the term ""hokey pokey"" and start thinking about putting our left foot in, then 
our left foot out. But to folks in New Zealand, hokey pokey refers to a beloved sweet treat made from vanilla ice 
cream studded with bits of honeycomb toffee. One of our Buyers had the chance to try this regional delicacy, 
and was so overjoyed by its mix of sweet vanilla and resounding toffee crunch that we began working with a 
trusted supplier on our very own version-with a twist. 

Made from a base of vanilla-flavored oat beverage mixed with crunchy, spongey toffee pieces and a luxurious 
caramel swirl, we decided that this vegan interpretation of a Kiwi classic was different enough to warrant 
a new name. So, we said: Okie Dokie! Available in our freezers only for a limited time, this deliciously 
decadent Non-Dairy Frozen Dessert can be enjoyed in a cup, cone, or used to construct a veritably vegan 
sundae. And while we find that its silky ribbon of caramel and crunchy, non-dairy toffee bits offer plenty of 
textural variety, we're all for crumbling a cookie on top before serving. That's what it's all about, after all.

 *Please check QIL to confirm current pricing.

Okie Dokie
Oat Non-Dairy Frozen Dessert","https://www.traderjoes.com/content/dam/trjo/products/m20604/72135.png","3.99","[""Heat Wave"",""Treat Yourself""]","[""Kosher"",""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""2/3 cup (123g)"",""calories_per_serving"":""260 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""2/3 cup (123g)"",""calories_per_serving"":""770 ""}]"
"066323","Root Vegetable Fries","Let's get right to the root of things: when it comes to creating crisp, delicious, supremely snackable fries, regular 
old potatoes are hardly the only tubers in town. In fact, as the constituent members of Trader Joe's Root 
Vegetable Fries demonstrate, there's a whole world of root veggies out there that fit the bill. Inside each 16-ounce 
bag, our supplier from Italy has assembled a mouthwatering medley of roasted sweet potatoes, carrots, beets, 
and parsnips, that not only deliver on the crisp exterior and tender interior of a slender-cut French fry, but also 
add their inherent earthy sweetness into every bite. 

With just a few minutes in the oven or air fryer, these Root Vegetable Fries transform into an effortlessly 
elevated appetizer or accessory to burgers, steaks, or any number of savory entrées. They take particularly 
well to being modified with seasonings and spices, allowing you a large amount of leeway to experiment: try 
sprinkling generously with some of our Mushroom & Company [sku 63804], Ajika [sku 68324], or even some 
Cheesy Seasoning Blend [sku 71295] for even more flavor. And, like any good Fry, they're especially amenable 
to dipping in ketchups, barbecue sauces, or special spreads like our Magnifisauce [sku 69916]. 

 *Please check QIL to confirm current pricing.

Root Vegetable Fries","https://www.traderjoes.com/content/dam/trjo/products/m20602/66323.png","3.99","[""Crack a Beer"",""Family Style"",""Finger Food""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""3/4 cup frozen (85g)"",""calories_per_serving"":""50""}]"
"072120","Apple Cinnamon Oatmeal Bites","To see a World in a Grain of Sand
And a Heaven in a Wild Flower,
Hold Infinity in the palm of your hand,
And Eternity in an hour....

- William Blake, ""The Auguries of Innocence""

To Mr. Blake, we counter: why hold infinity in the palm of your hand when you can hold oatmeal in the palm of your 
hand? Yes, you read that correctly. Oatmeal. In your hand. No mess involved - all thanks to Trader Joe's Apple 
Cinnamon Oatmeal Bites. For this most modern of breakfast creations, we start with steel cut oats and soak them 
for several hours in a cozy mixture of milk, butter, cinnamon, sugar, and real dried apples - Granny Smith, Gala, Fuji, 
Golden Delicious, and Pink Lady apples, to name names. Next, we roll this oatmeal into two-or-three-bite-sized balls 
and lightly coat each one with breadcrumbs. Finally, we flash-fry and flash-freeze the lot of them and send them to our 
stores, where they'll be waiting for you to take them home and toss them into your air fryer. (You can also use your oven 
or microwave - but an air fryer will win the day!)

When it comes to breakfast, forget the Auguries of Innocence. At Trader Joe's, we're all about the Auguries of Deliciousness. 
Once you take that first Bite, you will be, too. Serve Trader Joe's Apple Cinnamon Oatmeal Bites warm, alongside a 
cup of coffee or a glass of orange juice as a super-simple way to break the fast on-the-go. Or, if you're up for it, get a little 
adventurous by dunking them in Greek yogurt, topping them with dollops of peanut butter, or even serving them for 
dessert with a scoop of vanilla ice cream and a drizzle of TJ's Fleur de Sel Caramel Sauce. (One word: WOW.)

 *Please confirm current pricing information in QIL.

Apple Cinnamon Oatmeal Bites","https://www.traderjoes.com/content/dam/trjo/products/m20602/72120.png","3.99","[""Brunch All Day"",""Finger Food"",""Midday Snacks"",""Rise & Shine""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""3 pieces"",""calories_per_serving"":""240""}]"
"068713","French Onion Macaroni & Cheese","Take a look at our freezers, and one thing becomes abundantly clear: we've developed quite the knack for 
frozen mac. We've taken the cozy, comfort food qualities of macaroni and cheese to exciting new places, but 
our newest combination may be our most ambitious yet. Inspired by yet another comfort food icon, Trader 
Joe's French Onion Macaroni & Cheese combines the creamy goodness of mac and cheese with the savory, 
flavorful, and texturally stupendous elements of a fresh-from-the-oven French onion soup - complete with a 
layer of crispy croutons on top.

Made with a saucy mix of Swiss and Cheddar cheeses, and perfectly roasted, luxuriously caramelized onions, 
this French Onion Macaroni & Cheese represents a magnificent medley of flavors, aromas, and textures. From 
the slight tanginess of the Swiss, to the rich, onion-y aromatics, all the way to the textural contrast between the 
elbow macaroni and crunchy croutons, every element is rich and satisfying. What could be better on a gloomy 
day or quiet night than this captivating comfort food mashup? How about a phenomenal retail? For a limited 
time, we're selling each 18-ounce box of Trader Joe's French Onion Macaroni & Cheese for $4.99*. Look for 
them in our freezer case, with the other members of the Mac Pack.

 *Please check QIL to confirm current pricing.

French Onion Macaroni & Cheese","https://www.traderjoes.com/content/dam/trjo/products/m20602/68713.png","4.99","[""Family Style"",""In Lieu of Pizza""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""per serving"",""serving_size"":""1 Cup (199g)"",""calories_per_serving"":""370 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""per container"",""serving_size"":""1 Cup (199g)"",""calories_per_serving"":""960 ""}]"
"001070","Chocolate Lava Cakes","We love dessert. No sense in denying it, we're dessert-aholics. As you can imagine, then, we're always looking 
for desserts that will excite our very finicky tastebuds. Boy have we found it. Trader Joe's Chocolate Lava 
Cakes are individual chocolate cakes filled with a rich, creamy chocolate ganache. Sounds good, doesn't it? 
Now imagine that decadent chocolate cake warm, with ganache flowing from the center with each bite. We 
promise, it really is as good as it sounds. Even better, Trader Joe's Chocolate Lava Cakes are a snap to prepare: 
just microwave for less than a minute and you're good to go! (Cooking instructions for a conventional oven are 
on the package.) For an extra special treat, serve with whipped cream and fresh berries.

Oh, we almost forgot the best part. Our Chocolate Lava Cakes are only $2.99* for a package of two cakes.

 *Please check QIL to confirm current pricing.

Chocolate Lava Cakes","https://www.traderjoes.com/content/dam/trjo/products/m20604/01070.png","3.79","[""Date Night"",""Gild The Lily"",""Treat Yourself""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1 cake (108g)"",""calories_per_serving"":""370 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1 cake (108g)"",""calories_per_serving"":""740 ""}]"
"070784","Eggwich Breadless Breakfast Sandwich","Popularized by fast food joints and coffee shops worldwide, the breakfast sandwich is a marvel of simple, 
scrumptious engineering: just bread, meat, cheese, and egg, in one compact, elegantly easy-to-eat package. 
Of course, even the best designs can do with a bit of streamlining now and then. That's where Trader Joe's 
Eggwich Sandwich comes in. This ingenious twist on a classic formula starts with an old-fashioned base 
of turkey sausage topped with American cheese, but replaces the bread with two soft-yet-sturdy scrambled 
egg patties, creating a breakfast sandwich experience that's packed with protein, lighter on carbs, and has 
everything you need to start your day off on a decidedly delicious note.

Each Eggwich comes fully cooked and ready to reheat from frozen, which only takes about two minutes in the 
microwave. Once heated through (and given a moment to cool), the cheese becomes marvelously melty, the 
turkey sausage takes on a crisp, yet yielding, texture, and the egg patties become fantastically fluffy, while still 
maintaining enough structure to act as handholds. If that weren't enough, every Eggwich is consciously crafted 
to contain a whopping sixteen grams of protein, but only three grams of carbohydrates. Now that's a golden 
ratio, if we've ever heard of one.

 *Please check QIL to confirm current pricing.

Eggwich Sandwich","https://www.traderjoes.com/content/dam/trjo/products/m20602/70784.png","5.49","[""Brunch All Day"",""Rise & Shine""]","[""Gluten Free""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1 sandwich (111g)"",""calories_per_serving"":""190 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1 sandwich (111g)"",""calories_per_serving"":""370""}]"
"053276","Quinoa Cowboy Veggie Burgers","With a little bit of Andean ingenuity and a smidge of creative license borrowed from the American west, we've 
come up with an original-and delicious!-take on the near-ubiquitous ""veggie burger."" In the interest of full 
disclosure, we're compelled to reveal that the true inspiration for Trader Joe's Quinoa Cowboy Veggie Burg-
ers sprung from two of our favorite products: Organic Tri Color Quinoa [sku 96689], and Cowboy Caviar Salsa 
[sku 50784]. These burgers are, more or less, a blend of the two.  

With multi-hued quinoa (red, white, and black) setting the stage, black beans, corn, red peppers, and plenty 
of seasonings are blended together and formed into a burger patty. They cook up to a captivatingly chewy 
consistency, with just the right amount of crunch on the outside (not so crunchy if you cook them in the mi-
crowave). They work on a bun, like any other burger-ratchet up their Southwestern vibe with the addition of 
sliced avocado and salsa instead of the usual pickles and ketchup. Break them up into salads-a simple dress-
ing of salsa verde will do the trick here. Or just serve with a knife and fork and your favorite fixin's.

We're selling Quinoa Cowboy Veggie Burgers in a 12-ounce package of four burgers for $3.69, every day.  
You'll find them in our freezers.

9.05.1
4","https://www.traderjoes.com/content/dam/trjo/products/m20602/53276.png","3.99","[""Crack a Beer"",""Make It Meatless""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 Burger (85g)"",""calories_per_serving"":""180""}]"
"065291","Black Bean & Cheese Taquitos","When the supplier of our Trader Joe's Black Bean & Cheese Taquitos could no longer produce them for us, 
we knew we had to find a way to bring them back, and if we can make some kaizens along the way that's even 
better. We sure did miss these delicious, crunchy snacks, and we are so excited to see them in the stores again!

Our Trader Joe's Black Bean & Cheese Taquitos are now made in Mexico and consist of a rolled corn tortilla 
which is stuffed with seasoned black beans and cheese - a ratio of 60% filling and 40% tortilla! After these 
delectable tortillas are filled, they are then crisped to perfection and ready to be devoured. With all the incredible 
flavors wrapped up and easy to eat, our Taquitos make the perfect finger food for game day or a quick appetizer. 
Top with our spicy Jalapeño Sauce [sku 60216] for a spicy kick of flavor and don't forget to grab a cold Trader 
José Premium Lager [sku 96728] and enjoy.

While you'll pay upwards of three dollars or more for the same size package in other stores, Trader Joe's Black 
Bean & Cheese Taquitos are gracing our frozen aisle in a 16-ounce container for only $3.99.","https://www.traderjoes.com/content/dam/trjo/products/m20602/65291.png","4.29","[""In Lieu of Pizza"",""Make It Meatless""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 taquitos (76g)"",""calories_per_serving"":""190 ""}]"
"073297","Impossible™ Chicken Nuggets","The impossible has been achieved, yet again! This time, the folks behind the marvelously meatless Impossible¿ 
Burger [sku 69857] have created a plant-based Chicken Nugget that has all of the savory flavor, crispy-tender 
texture, and delectable dunkability of a classic chicken nugget - and, of course, none of the actual chicken. 
Once cooked, their seasoned breading exterior gets delightfully brown and crisp, their soy and potato protein-
based interior gets soft and steamy, and they develop a mild, meaty, and perfectly salty flavor that so faithfully 
evokes the experience of eating a standard chicken nugget that it feels...well, impossible!

All it takes is just a few moments in the oven, microwave, or air fryer, and these Impossible¿ Chicken Nuggets 
are ready to serve as a side, starter, or snack. Each serving provides 13 grams of plant-based protein, and pairs 
particularly well with barbecue sauce or honey mustard. Looking to keep things totally free of animal products 
with a vegan dip? Try giving these Nuggets a plant-based plunge in our Zhoug [sku 59192], Vegan Tzatziki [sku 
70634], or Romesco Dip [sku 64951].

 *Please check QIL to confirm current pricing.

Impossible¿ Chicken Nuggets","https://www.traderjoes.com/content/dam/trjo/products/m20602/73297.png","6.99","[""Cut The Mustard"",""Family Style"",""Finger Food""]","[""Vegetarian""]",
"074961","BBQ Teriyaki Chicken","We mentioned Trader Joe's BBQ Chicken Teriyaki includes a ""shiny"", savory sauce, so we're sure you're 
wondering why someone would describe this tender chicken entrée and umami BBQ glaze as ""shiny"". Well, 
the word ""teriyaki"" is actually a derivative of the Japanese words teri, meaning the shine or luster given by the 
sauce, and yaki, which refers to the process of grilling or broiling of the chicken (or whatever you're ""shining"" 
up with the glaze). Like teri and yaki, we believe this succulent chicken and sweet sauce should stop at nothing 
short of being joined together to form teriyaki.

Much like the classic Japanese preparations of this dish, we like to keep the whole thing simple. Establishing the 
foundation for this classic dish is our dark skinless chicken leg meat - think juicy, rich, almost gamey in texture. 
And topping it off is our traditional sugar, soy, and sake-based sauce that would be used just fine to drench only 
the included chicken, but consider allowing it to soak through a carefully made bed of rice dressed with those 
same tender chicken strips. We're selling each 21-ounce package of Trader Joe's BBQ Chicken Teriyaki 
every day for $4.99* so you, too, can have this illustrious meal from freezer to fork in under ten minutes!

 *Please check QIL to confirm current pricing.

BBQ Chicken Teriyaki","https://www.traderjoes.com/content/dam/trjo/products/m20602/74961.png","5.99","[""Dinner Hack"",""Family Style"",""The \""X\"" Factor""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 cup frozen (150g)"",""calories_per_serving"":""240 ""}]"
