name,description,material,product_variants,sku,product_id,pack,size,unit,unit_count,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,Level 1 Category,level 2 category,level3 category,level4 category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group
Frozen Tagliolini Pasta,"Brand: SIGNOR
CASE | 1 x 5 LB",,,702240,c5db9b82-9c3a-40ce-af24-177062352fda,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/0cb78058-d1d3-46ef-a130-041dda19698a.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Tri-Color Tortellini,"Brand: JOSEPHS
CASE | 3 x 4 LB",,,708409,9409a9fa-8558-4749-bb6c-aed54e62b743,EACH,,CASE,,48769817040,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b3026678-6fe5-52ff-be7c-5fae71865104.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Tri-Color Tortellini,"Brand: DAIRY MAID
CASE | 1 x 10 LB",,,794018,5629a358-29a3-4f08-ac64-e99947f13d7a,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b9f3f7b5-95c0-553b-8a04-3639299a876a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Veal Tortelloni,"Brand: BINDI
CASE | 1 x 6.6 LB",,,708421,9239d2b7-4ee9-432a-b178-56f044c95d3f,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/7986e0fd-b951-566c-b679-495fac634d58.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Bucati Pasta #98,"Brand: DE CECCO
CASE | 12 x 1 LB",,,808581,f0c60ca4-0364-4713-b489-a1e3b55b69c4,EACH,,CASE,,24094001316,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/7b9a8677-ad1a-5d49-b1e7-6775f3fc02a3.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Cut Bulk Pasta #34B,"Brand: DE CECCO
CASE | 4 x 5 LB",,,808820,ff22b273-18b7-4c4f-8228-b5617bb59f4e,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/e931c08a-e00f-54cb-b92f-1eab0b89b236.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Cut Pasta #34,"Brand: DE CECCO
CASE | 12 x 1 LB",,,808601,f2d614de-3e48-402d-8302-2db1993c18e1,EACH,,CASE,,24094001071,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/383df1e6-c103-5d18-9532-ea322e37dd6f.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Lunghi Col Buco Pasta,"Brand: DI MARTINO
CASE | 12 x 500 GR
EACH | 1 x 500 GR",,,756995,bae36527-c5b5-4702-b7c6-2448233ba9ac,EACH,,CASE,,2.80E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/a3aaf735-b7e2-57a1-8774-7562361b8745.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Lunghi Col Buco Pasta,"Brand: DI MARTINO
CASE | 12 x 500 GR
EACH | 1 x 500 GR",,,756995,6061f2a3-48cd-4f72-a5e3-9dc67d49462d,,,EACH,,2.80E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/a3aaf735-b7e2-57a1-8774-7562361b8745.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Pasta,"Brand: RUMMO
CASE | 12 x 1 LB",,,710876,4facf089-7e1f-4c18-a144-b0618a00ae25,EACH,,CASE,,5.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/1d1e9ae6-e227-5aa4-a7b8-3c15f6a9682a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Pasta,"Brand: GIUSEPPE COCCO
CASE | 12 x 1 LB",,,856553,da650f42-518e-4e69-b2ab-d5a7d0ab3df9,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/c2ec24d3-fe12-5b61-a9a5-cfc8c908800a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Pasta,"Brand: MANCINI
CASE | 12 x 500 GR BG",,,858121,bfe36ce7-50d5-42e7-9bcb-bb636d5ee494,EACH,,CASE,,8.03E+12,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/7fc5f97b-4cea-5b11-a970-31cce98c2c3b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Pasta Whole Wheat,"Brand: SFOGLINI
CASE | 3 x 5 LB",,,805272,8629c50c-8193-4be7-8093-08850fb5d2cd,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fusilli Pugliesi Pasta,"Brand: DAL RACCOLTO
CASE | 16 x 500 GR",,,822321,b3d621d6-b0ff-4f19-be87-ab14723e3fbd,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/31b8959e-b8b8-52c6-b35e-249fbef09619.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Garganelli Egg Pasta,"Brand: DE CECCO
CASE | 20 x 8.8 OZ",,,857187,323bc12c-4995-49b2-8f0a-c05414cb7ffc,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/5c8217af-822e-4c7f-9f4f-25bf82fee624.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Garganelli Egg Pasta,"Brand: PIRRO
CASE | 10 x 17.6 OZ",,,857189,0e75b287-55a9-433f-b3b1-75598f908015,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/45650811-b7a8-58fc-833d-0819153809c3.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Garganelli Romagnoli Pasta,"Brand: BACCHINI
CASE | 1 x 6.6 LB",,,808631,2eb373e1-d05a-40bf-b6a8-87c675186028,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/a7413243-1771-5c85-bab9-e2646eef2229.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gemelli Braids,"Brand: COLAVITA
CASE | 20 x 1 LB",,,856504,fba10ff8-3c58-4ed9-921b-22ee3fef06ff,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/7ff1d4c6-f8e4-50dc-a9a8-5bcd9a8d804c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gemelli Bulk Pasta #97B,"Brand: DE CECCO
CASE | 4 x 5 LB",,,808940,e844ab00-1e5f-4102-9e76-e24cab0e20a0,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2d473820-5b04-571d-a92b-f1e53345c2da.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gemelli Pasta,"Brand: BARILLA
CASE | 16 x 1 LB",,,815240,36f36c27-6996-46e5-9434-fbca8035eadb,EACH,,CASE,,76808049596,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/8215eccc-82ad-5884-8b14-0c2b0f3117d6.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gemelli Pasta #97,"Brand: DE CECCO
CASE | 12 x 1 LB",,,808921,17982780-bd08-481e-9734-d20efb439d59,EACH,,CASE,,24094001309,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/5b56b224-0a10-430e-9d05-c836013b7a29.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Giganti Ricotta & Asparagus Pasta,"Brand: PASTIFICIO
CASE | 1 x 6.6 LB",,,756978,6d5fba41-d2e5-488b-9d85-87b785177eb1,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Casarecce Pasta,"Brand: GAROFALO
CASE | 12 x 12 oz",,,809076,1333cbdd-4ac1-400b-ae02-0202f756648b,EACH,,CASE,,85164120016,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/f0febc26-276d-597a-b185-31f67b403699.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
* Gluten Free Elbow Pasta,"Brand: BARILLA
CASE | 8 x 12 OZ",,,802372,19fa594a-f1b7-4759-98c9-6ecc7d157874,EACH,,CASE,,76808004182,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/ef2ac21c-7289-55e7-97cf-f1d60ce8039d.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Fusilli Pasta,"Brand: PASTA D'ORO
CASE | 6 x 12 OZ",,,821918,7d36dd53-3d39-4113-889e-4bd33dd4a5a5,EACH,,CASE,,1.09E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/73a494aa-0fbf-5130-b3f6-fcf0a287b763.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Fusilli Pasta #48,"Brand: RUMMO
CASE | 12 x 12 OZ",,,710861,d30a7b0e-160c-4640-9f22-6a525b46a246,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/8aba6dc0-3946-5b93-9e98-abebf8be0d36.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Linguine Pasta,"Brand: GAROFALO
CASE | 12 x 12 OZ",,,711094,2b254464-e68b-41a4-a6d9-4a8eab43d82e,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6e61229c-e3f2-59db-aba0-c25949bfc83c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
* Gluten Free Penne Pasta,"Brand: BARILLA
EACH | 1 x 12 OZ
CASE | 8 x 12 OZ",,,805134,2f17f794-82ee-466d-b939-a532a930b7a4,EACH,,CASE,,76808004205,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/212c2068-0eb9-5c35-8332-9eda1a276135.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
* Gluten Free Penne Pasta,"Brand: BARILLA
EACH | 1 x 12 OZ
CASE | 8 x 12 OZ",,,805134,73b87abd-b047-48f9-b2d8-53fedfb1f7ce,,,EACH,,76808004205,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/212c2068-0eb9-5c35-8332-9eda1a276135.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Penne Pasta,"Brand: GAROFALO
CASE | 12 x 12 OZ",,,809080,4f6c5355-844f-4518-af17-77ed7700de79,EACH,,CASE,,85164120030,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/87ec76a2-a0ec-5ed5-b055-cd0b83f0b64b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Penne Rigate Corn Pasta,"Brand: PASTA D'ORO
CASE | 6 x 12 OZ",,,805383,0e373e56-af80-444c-a758-50eed4c3093d,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/dbf0605f-870d-512d-a45b-3b90966e1217.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Penne Rigate Pasta,"Brand: RUMMO
CASE | 12 x 12 OZ",,,710860,0e1ca030-b73b-4b35-ac5a-51b9eebda6b5,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/4cf354e1-455b-50f3-a6ec-40549fd8aab0.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Potato Gnocchi,"Brand: DE CECCO
CASE | 12 x 17.6 OZ",,,734285,ef92d8ca-eeb4-4983-8a63-19f46aab43c2,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/04b55634-0a69-4487-a081-9a666e7d7291.png""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Rotini Pasta,"Brand: BARILLA
CASE | 8 x 12 OZ",,,816449,52ed07c4-ebb8-45ce-a338-97724394523c,EACH,,CASE,,76808004199,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/54bb78cb-076f-5ce6-b425-e4bbbf6133c5.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
* Gluten Free Spaghetti,"Brand: BARILLA
CASE | 12 x 12 OZ
EACH | 1 x 12 OZ",,,805123,17b27dc6-f4b9-459e-8dd0-206564de94b1,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/154e1e0e-725a-5be5-bb07-fe14fefbab3b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
* Gluten Free Spaghetti,"Brand: BARILLA
CASE | 12 x 12 OZ
EACH | 1 x 12 OZ",,,805123,790189fd-9b34-4f75-93a3-59f4e2821ab8,,,EACH,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/154e1e0e-725a-5be5-bb07-fe14fefbab3b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Spaghetti,"Brand: RUMMO
CASE | 12 x 12 OZ",,,710482,041c82c1-fb4e-4946-91a3-588add56f177,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Spaghetti,"Brand: GAROFALO
CASE | 12 x 12 OZ",,,711093,84e4bb64-7470-4c36-b873-8abdd72e1827,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/188bedc5-fc68-5193-a8bd-20980c0f5a56.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Spaghetti Pasta,"Brand: PASTA D'ORO
CASE | 12 x 12 OZ",,,804903,179b7c04-6427-4a6a-897e-f2c2dbd5c365,EACH,,CASE,,1.09E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/e853b370-7dee-5945-b225-7cb225b95f2f.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Spaghetti Pasta,"Brand: RISCOSSA
CASE | 12 x 14.11OZ (400g)",,,806835,0d7428ab-c591-48e3-aca2-d57b9318e4cb,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/59780d3c-0d00-5715-b1fa-741eff8ad0a4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gluten Free Spirali Pasta,"Brand: RISCOSSA
CASE | 12 x 12 OZ (340 GR)",,,806845,1e9b339c-ea4f-4665-b93e-5aaedb41c0b5,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/042de27f-a216-5c30-ab54-1e3941f67e13.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gnocchi,"Brand: CORTONA
CASE | 2 x 5 LB",,,715082,af7ddcb6-7453-41c0-9866-d70bfbf1d3fa,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/8b6c123d-af92-473b-89c3-6de2f7a84883.png""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gnocchi Dry Pasta #46,"Brand: DE CECCO
CASE | 12 x 1 LB",,,814505,de7092d3-fde1-4bc9-8f4e-d67422a558db,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/95656b68-5358-5abc-860d-dbe45383f786.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gnocchi Filled with Pesto,"Brand: DI MARTINO
CASE | 12 x 400 GR",,,756975,713ba5d9-ba4e-4cb8-b846-2939b528640e,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gnocchi Filled with Tomato & Mozzarella,"Brand: DI MARTINO
CASE | 12 x 400 GR",,,756971,82bd723f-7855-4704-a97b-742e9dd8b10d,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Gnocchi Pasta,"Brand: SEVIROLI
CASE | 2 x 5 LB",,,734283,d3b00b65-e1d7-4b2d-b800-7ed0c919eed3,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/f2b2b2d1-ab4a-507c-ab4c-8c107c4f5ff0.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Hand Rolled Potato Gnocchi,"Brand: LILLY'S PASTA
CASE | 2 x 4 LB (480 PC)",,,715214,1550f4e8-31cd-4c10-90fa-fe00f9e21ce4,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6e940ef0-1892-5ae4-bfb8-251ae677173e.png""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Heart Shaped Lobster Ravioli,"Brand: SIGNOR
CASE | 1 x 7 LB",,,702258,af06faf8-bd76-419b-a3a1-cbbf74ae6dad,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/0f2815d6-d658-50c8-a0ca-e64bdb288a35.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Heart Shaped Lobster Ravioli 2oz,"Brand: RAFFETTO'S
CASE | 1 x 48 CT",,,702179,84397921-43c6-45da-b855-15c9e52e792a,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/52c38b02-4d22-5ac2-bc0c-6a25e135f2d2.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Italian Feast Gnocchi Pasta,"Brand: ITALIAN FEAST
CASE | 24 x 13 OZ",,,743936,5af43f91-7342-450f-975f-56c2fc8c46d4,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Jumbo Hexagonal Lobster Ravioli,"Brand: SEVIROLI
CASE | 2 x 2-2.75 LB",,,734279,cba3125b-c37e-4d6a-b55b-e8a9d4096283,EACH,,CASE,,74847183967,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/98db53fd-12e6-5023-89ce-fbe268686733.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Jumbo Pasta Shells,"Brand: ZEREGA
CASE | 1 x 20 LB",,,367894,42c2369c-765c-4a5c-8d96-53f9d7b160fe,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/37bbbd57-c125-5d35-9103-a46d60ddae0f.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Jumbo Round 3 Cheese Ravioli,"Brand: RAFFETTO'S
CASE | 10 x 12 CT",,,710812,0dac8830-53c4-42ff-a84d-f6b00ff71321,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/34c7c868-de0c-5b84-bb4e-f8c3b6ec169b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Jumbo Round Burrata Ravioli,"Brand: LILLY'S PASTA
CASE | 2 x 3 LB (2OZ EA)",,,715212,447dab90-17fe-42c7-8d55-4434ee0a3dd1,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/ed518c1b-b709-5420-9f65-2ee765e72122.png""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Jumbo Shells Pasta,"Brand: COLUMBIA
CASE | 12 x 12 OZ",,,802023,ef31924b-64a3-4c78-a6ab-8657205b7d1f,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/c70c7fba-bb77-59fa-b605-c3b2f526b41d.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Jumbo Square Cheese Ravioli,"Brand: JB & SON
CASE | 1 x 6.14 LB",,,702263,f7ce6d49-edf0-42ed-9d83-bfa96fb733f0,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/61f5c451-1c63-4441-a3f6-e933c1150b25.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Jumbo Square Cheese Ravioli,"Brand: RAFFETTO'S
CASE | 10 x 12 CT",,,710661,16238419-11a6-4cdd-94a9-fd193fe83976,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/59202069-99db-55b6-b27c-1d82c8b50b06.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Jumb Round Braised Beef Short Rib Ravioli,"Brand: LILLY'S PASTA
CASE | 2 x 3 LB (2OZ EA)",,,715172,cef031f9-76ea-40dc-8117-aebc4c585364,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Elbows #33,"Brand: DE CECCO
CASE | 12 x 1 LB",,,734287,1c679295-c60f-4708-ae9c-797e95a92733,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Hexagon 5-Cheese Ravioli,"Brand: LILLY'S PASTA
CASE | 2 x 3 LB (1.5OZ EA)",,,715213,6b9aa540-ab7e-45c0-a801-3e2d631b4a4a,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/66fc1cf9-48e5-5b10-be27-9674b56d5add.png""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Hexagonal Lobster Ravioli,"Brand: JOSEPHS
CASE | 1 x 6 LB",,,708501,13fcea75-634e-44c8-af3b-6e7c35fd0112,EACH,,CASE,,48769355887,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/47072874-9b38-51ff-95ee-f5d1aaad1d09.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Pasta Shells #93,"Brand: BARILLA
CASE | 12 x 16 OZ",,,814363,b1b4c735-d65a-432b-873c-57dc43956222,EACH,,CASE,,76808002843,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/defedc05-d499-5e8e-b372-6211db214f41.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Rigatoni,"Brand: COLAVITA
CASE | 20 x 1 LB",,,856509,17635cc4-b9c6-4a08-b377-3548e1a90cb6,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/fc5affeb-b313-546d-9a54-1e0f9f4e790a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Round Cheese Ravioli,"Brand: SEVIROLI
CASE | 2 x 5 LB",,,715072,fb2fb4e7-ae73-49de-93ef-15d311023c79,EACH,,CASE,,74847731328,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2404af98-9a6b-5aea-8f40-dd091240c041.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Round Cheese Ravioli,"Brand: SEVIROLI
EACH | 1 x 13 OZ
CASE | 12 x 13 OZ",,,734216,b29cad1c-b4a8-4626-ba0a-a734c9b34fa8,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Round Cheese Ravioli,"Brand: SEVIROLI
EACH | 1 x 13 OZ
CASE | 12 x 13 OZ",,,734216,8477ed0b-dcef-47e2-ab96-c0899c7ca4c8,,,EACH,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Large Round Lobster Ravioli,"Brand: LILLY'S PASTA
CASE | 2 x 3 LB (1.5OZ EA)",,,702292,626442d6-4e70-4262-bffb-6576b27c9e4d,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/5e890856-3bdf-58e3-b8c3-a9029944bc54.png""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
