"name","description","brand","category","sku","packSize","barcode","imageUrl","link"
"POCKY HALLOWEEN COOKIE&CREAM F PACK 2024","","GLICO","CHOCOLATE, BISCUIT","#69197","4/ 5/ 4.57 OZ","073141154246","https://ecatalog.wismettacusa.com/upload/img/m/180278558361305d04cdd167.01586453.jpg","https://ecatalog.wismettacusa.com/product.php?id=82745&branch=LOS"
"POCKY HALLOWEEN STRAWBERRY F PACK 2024","","GLICO","CHOCOLATE, BISCUIT","#69198","4/ 5/ 4.13 OZ","073141154239","https://ecatalog.wismettacusa.com/upload/img/m/121402828461305dcaccee16.93200505.jpg","https://ecatalog.wismettacusa.com/product.php?id=82746&branch=LOS"
"SWEETS CASTELLA ORIGINAL 7PC IMURAYA F","","IMURAYA","JAPANESE SWEETS","#69283","10/ 9.8 OZ","853558002510","https://ecatalog.wismettacusa.com/upload/img/m/3341835855c925ecaa83774.87723585.jpg","https://ecatalog.wismettacusa.com/product.php?id=59946&branch=LOS"
"SWEETS CASTELLA CHEESE 7PC IMURAYA F","","IMURAYA","JAPANESE SWEETS","#69284","10/ 9.8 OZ","853558002534","https://ecatalog.wismettacusa.com/upload/img/m/4487977205c925ef8111e35.35883927.jpg","https://ecatalog.wismettacusa.com/product.php?id=59947&branch=LOS"
"SWEETS CASTELLA MATCHA 7PC IMURAYA F","","IMURAYA","JAPANESE SWEETS","#69286","10/ 9.8 OZ","853558002527","https://ecatalog.wismettacusa.com/upload/img/m/21437990805c925f2dd31655.94698172.jpg","https://ecatalog.wismettacusa.com/product.php?id=59949&branch=LOS"
"HI-CHEW TROPICAL MIX SDP #11110 MORINAGA","","MORINAGA","CANDY, GUM","#69287","4/ 12.7 OZ","851681008119","https://ecatalog.wismettacusa.com/upload/img/m/1789879265f0dee9506c446.19783905.jpg","https://ecatalog.wismettacusa.com/product.php?id=84068&branch=LOS"
"CANDY CAPPUCCINO KOPIKO 4.23OZ","","KOPIKO","CANDY, GUM","#69300","2/ 12/ 4.23 OZ","723751022380","https://ecatalog.wismettacusa.com/upload/img/m/62365646265a81bfd8759d2.42591916.jpg","https://ecatalog.wismettacusa.com/product.php?id=85491&branch=LOS"
"CHOCOLATE BLACK CHOCOLATE MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#69341","12/ 10/ 1.76 OZ","074410693411","https://ecatalog.wismettacusa.com/upload/img/m/69341-1.jpg","https://ecatalog.wismettacusa.com/product.php?id=2382&branch=LOS"
"CHOCOLATE BLACK CHOCOLATE MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#69341A","12/ 10/ 1.76 OZ","074410693411","https://ecatalog.wismettacusa.com/upload/img/m/40407458066b4de935d3cd2.11702740.jpg","https://ecatalog.wismettacusa.com/product.php?id=126676&branch=LOS"
"SWEETS MONAKA/BEAN CAKE 7PC SK F","","SK","JAPANESE SWEETS","#69501","12/ 7.4 OZ","074410695019","https://ecatalog.wismettacusa.com/upload/img/m/2151861145c35124f2a9fb9.72041920.jpg","https://ecatalog.wismettacusa.com/product.php?id=2784&branch=LOS"
"SWEETS MONAKA/BEAN CAKE 6PC SK F","","SK","JAPANESE SWEETS","#69501A","12/ 180 G","074410695019","https://ecatalog.wismettacusa.com/upload/img/m/1976740948670426a52d17c9.78324967.jpg","https://ecatalog.wismettacusa.com/product.php?id=112049&branch=LOS"
"SWEETS SWISS ROLL WHITE 4PC SK F","","SK","JAPANESE SWEETS","#69504","3/ 10/ 7.05 OZ","074410695040","https://ecatalog.wismettacusa.com/upload/img/m/15107321495c35350aa55836.91165073.jpg","https://ecatalog.wismettacusa.com/product.php?id=2785&branch=LOS"
"SWEETS SWISS ROLL MARBLE 4PC SK F","","SK","JAPANESE SWEETS","#69505","3/ 10/ 7.05 OZ","074410695057","https://ecatalog.wismettacusa.com/upload/img/m/13660233295c3535365ccee0.61788884.jpg","https://ecatalog.wismettacusa.com/product.php?id=2786&branch=LOS"
"SWEETS SWISS ROLL OLD FASHION 4PC SK F","","SK","JAPANESE SWEETS","#69506","3/ 10/ 7.05 OZ","074410695064","https://ecatalog.wismettacusa.com/upload/img/m/18519388405c3535651e5348.31753892.jpg","https://ecatalog.wismettacusa.com/product.php?id=2787&branch=LOS"
"SWEETS SWISS ROLL COCOA 4PC SK F","","SK","JAPANESE SWEETS","#69507","3/ 10/ 7.05 OZ","074410695071","https://ecatalog.wismettacusa.com/upload/img/m/14670503075c35357d4e6a30.02151005.jpg","https://ecatalog.wismettacusa.com/product.php?id=2788&branch=LOS"
"SWEETS MONAKA MATCHA 7PC SK F","","SK","JAPANESE SWEETS","#69510","12/ 7.4 OZ","074410695101","https://ecatalog.wismettacusa.com/upload/img/m/3806122635c3512773cc9b0.98036168.jpg","https://ecatalog.wismettacusa.com/product.php?id=2782&branch=LOS"
"SWEETS MONAKA MATCHA 6PC SK F","","SK","JAPANESE SWEETS","#69510A","12/ 180 G","074410695101","https://ecatalog.wismettacusa.com/upload/img/m/2879191186704272791a649.17945321.jpg","https://ecatalog.wismettacusa.com/product.php?id=112050&branch=LOS"
"BREAD BUN W CHOCOLATE FILLING DAY PLUS F","","D-PLUS","CONFECTION CHILLED, FROZEN OTHER","#69671","12/ 2.64 OZ","074410696719","https://ecatalog.wismettacusa.com/upload/img/m/93761760660d279c91e3605.17214106.jpg","https://ecatalog.wismettacusa.com/product.php?id=93971&branch=LOS"
"BREAD CARAMEL FLAVORED DAY PLUS F","","D-PLUS","CONFECTION CHILLED, FROZEN OTHER","#69676","12/ 2.64 OZ","074410696764","https://ecatalog.wismettacusa.com/upload/img/m/51276675060d27973f25a49.69178717.jpg","https://ecatalog.wismettacusa.com/product.php?id=93972&branch=LOS"
"BREAD ORANGE FLAVORED DAY PLUS F","","D-PLUS","CONFECTION CHILLED, FROZEN OTHER","#69677","12/ 2.64 OZ","074410696771","https://ecatalog.wismettacusa.com/upload/img/m/162563293860d2793d326560.86336226.jpg","https://ecatalog.wismettacusa.com/product.php?id=93973&branch=LOS"
"BREAD PURPLE SWT POTATO FLAVOR DAYPLUS F","","D-PLUS","CONFECTION CHILLED, FROZEN OTHER","#69678","12/ 2.64 OZ","074410696788","https://ecatalog.wismettacusa.com/upload/img/m/2102003270613885063bde92.44791189.jpg","https://ecatalog.wismettacusa.com/product.php?id=93975&branch=LOS"
"CHOCOLATE MELTY BLEND CHOCOLATE MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#69812","12/ 5/ 1.97 OZ","074410698126","https://ecatalog.wismettacusa.com/upload/img/m/10298457765cd2fe99129dd4.97335253.jpg","https://ecatalog.wismettacusa.com/product.php?id=2396&branch=LOS"
"CHOCOLATE MELTY BLEND STRAWBERRY MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#69813","12/ 5/ 1.97 OZ","074410698133","https://ecatalog.wismettacusa.com/upload/img/m/16058593895cd2fea7a25460.00263199.jpg","https://ecatalog.wismettacusa.com/product.php?id=2397&branch=LOS"
"CHOCOLATE CRUNKY 45G LOTTE","","LOTTE","CHOCOLATE, BISCUIT","#69825","12/ 10/ 1.58 OZ","074410698256","https://ecatalog.wismettacusa.com/upload/img/m/4274445065c2676cf48c325.80528894.jpg","https://ecatalog.wismettacusa.com/product.php?id=2398&branch=LOS"
"CHOCOLATE MELTY BLEND GREEN TEA MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#69897","12/ 5/ 1.97 OZ","074410698973","https://ecatalog.wismettacusa.com/upload/img/m/69897.jpg","https://ecatalog.wismettacusa.com/product.php?id=2439&branch=LOS"
"CHOCOLATE MACADEMIA MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#69920","8/ 10/ 2.25 OZ","074410699208","https://ecatalog.wismettacusa.com/upload/img/m/880970305b76ebae9ead91.87780085.jpg","https://ecatalog.wismettacusa.com/product.php?id=2384&branch=LOS"
"CHOCOLATE MACADEMIA MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#69920A","8/ 10/ 2.25 OZ","074410699208","https://ecatalog.wismettacusa.com/upload/img/m/76260759066c8f0e80c71e7.38769633.jpg","https://ecatalog.wismettacusa.com/product.php?id=128430&branch=LOS"
"CHOCOLATE CHOCO BABY JUMBO MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#69992","8/ 6/ 3.59 OZ","074410699925","https://ecatalog.wismettacusa.com/upload/img/m/69992.jpg","https://ecatalog.wismettacusa.com/product.php?id=2400&branch=LOS"
"SNACK BABY STAR RAMEN CRISPY YAKISOBA","","BABY STAR RAMEN SNACK","SNACK","#70033","15/ 2.64 OZ","074410700331","https://ecatalog.wismettacusa.com/upload/img/m/1350827433638e855552c8f0.84625135.jpg","https://ecatalog.wismettacusa.com/product.php?id=92578&branch=LOS"
"SNACK BABY STAR RAMEN WIDE TONKOTSU","","BABY STAR RAMEN SNACK","SNACK","#70034","12/ 2.47 OZ","074410700348","https://ecatalog.wismettacusa.com/upload/img/m/172245672660d26c3a7d1d89.68558466.jpg","https://ecatalog.wismettacusa.com/product.php?id=92579&branch=LOS"
"SNACK BABY STAR RAMEN BIG PK WIDE TONKOT","","BABY STAR RAMEN SNACK","SNACK","#70035","12/ 5.99 OZ","074410700355","https://ecatalog.wismettacusa.com/upload/img/m/204392400560d26c8a06d8c9.09710376.jpg","https://ecatalog.wismettacusa.com/product.php?id=92580&branch=LOS"
"SNACK BABY STAR RAMEN CHICKEN 75G","","BABY STAR RAMEN SNACK","SNACK","#70079","15/ 2.64 OZ","074410700799","https://ecatalog.wismettacusa.com/upload/img/m/2079708180638e8581e84a47.27089639.jpg","https://ecatalog.wismettacusa.com/product.php?id=85366&branch=LOS"
"SNACK BABY STAR RAMEN SPICY 70G","","BABY STAR RAMEN SNACK","SNACK","#70080","15/ 2.47 OZ","074410700805","https://ecatalog.wismettacusa.com/upload/img/m/783441145638e85aac040f7.25375578.jpg","https://ecatalog.wismettacusa.com/product.php?id=85367&branch=LOS"
"SNACK BABY STAR RAMEN GARLIC 70G","","BABY STAR RAMEN SNACK","SNACK","#70081","15/ 2.47 OZ","074410700812","https://ecatalog.wismettacusa.com/upload/img/m/2086129752638e85e57a8db9.69355172.jpg","https://ecatalog.wismettacusa.com/product.php?id=85368&branch=LOS"
"SNACK BABY STAR RAMEN WIDE CHICKEN 75G","","BABY STAR RAMEN SNACK","SNACK","#70082","12/ 2.64 OZ","074410700829","https://ecatalog.wismettacusa.com/upload/img/m/12287214045ef3daaba480f1.30018251.jpg","https://ecatalog.wismettacusa.com/product.php?id=85369&branch=LOS"
"SNACK BABY STAR RAMEN WIDE SPICY 70G","","BABY STAR RAMEN SNACK","SNACK","#70083","12/ 2.47 OZ","074410700836","https://ecatalog.wismettacusa.com/upload/img/m/21062808655ef3dae456c041.01742989.jpg","https://ecatalog.wismettacusa.com/product.php?id=85431&branch=LOS"
"SNACK BABY STAR RAMEN BIG PK CHICKEN185G","","BABY STAR RAMEN SNACK","SNACK","#70084","12/ 6.52 OZ","074410700843","https://ecatalog.wismettacusa.com/upload/img/m/20367884995ef3db08d00976.53771130.jpg","https://ecatalog.wismettacusa.com/product.php?id=85432&branch=LOS"
"SNACK BABY STAR RAMEN BIG PK SPICY 165G","","BABY STAR RAMEN SNACK","SNACK","#70085","12/ 5.82 OZ","074410700850","https://ecatalog.wismettacusa.com/upload/img/m/2145918695ef3db3307ea74.27787599.jpg","https://ecatalog.wismettacusa.com/product.php?id=85433&branch=LOS"
"SNACK BABY STAR RAMEN TONKOTSU 70G","","BABY STAR RAMEN SNACK","SNACK","#70086","15/ 2.47 OZ","074410700867","https://ecatalog.wismettacusa.com/upload/img/m/4188203623ca3b01b36c7.89525556.jpg","https://ecatalog.wismettacusa.com/product.php?id=89159&branch=LOS"
"SWEETS MONAKA W/MOCHI 7PC SK F","","SK","JAPANESE SWEETS","#70102","12/ 7.4 OZ","074410701024","https://ecatalog.wismettacusa.com/upload/img/m/2245867235c351295c07122.39322397.jpg","https://ecatalog.wismettacusa.com/product.php?id=2795&branch=LOS"
"SWEETS MONAKA W/MOCHI 6PC SK F","","SK","JAPANESE SWEETS","#70102A","12/ 180 G","074410701024","https://ecatalog.wismettacusa.com/upload/img/m/115742136704275322b0c5.54750184.jpg","https://ecatalog.wismettacusa.com/product.php?id=112051&branch=LOS"
"BISCUIT COUQUE D'ASSE COFFEE JUMBO CROWN","","CROWN","CHOCOLATE, BISCUIT","#70355","10/ 10.15 OZ","N/A","https://ecatalog.wismettacusa.com/upload/img/m/9921234555c0ee1dc70b130.91198239.jpg","https://ecatalog.wismettacusa.com/product.php?id=3732&branch=LOS"
"CHOCOLATE MILK CHOCOLATE MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#70378","12/ 10/ 1.76 OZ","074410703783","https://ecatalog.wismettacusa.com/upload/img/m/70378-1.jpg","https://ecatalog.wismettacusa.com/product.php?id=2399&branch=LOS"
"CHOCOLATE MILK CHOCOLATE MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#70378A","12/ 10/ 1.76 OZ","074410703783","https://ecatalog.wismettacusa.com/upload/img/m/113259209666ba9dfce5b372.32606264.jpg","https://ecatalog.wismettacusa.com/product.php?id=127620&branch=LOS"
"SWEETS SWISS ROLL STRAWBERRY 4P SK F","","SK","JAPANESE SWEETS","#70407","3/ 10/ 7.05 OZ","074410704070","https://ecatalog.wismettacusa.com/upload/img/m/16845986995c35358ecd61d2.41924056.jpg","https://ecatalog.wismettacusa.com/product.php?id=2794&branch=LOS"
"SNACK CORN CHIP( L)148G CROWN","","CROWN","CHOCOLATE, BISCUIT","#70420A","12/ 5.22 OZ","8801111611329","https://ecatalog.wismettacusa.com/upload/img/m/70420A.jpg","https://ecatalog.wismettacusa.com/product.php?id=3734&branch=LOS"
"SWEETS SWISS ROLL GREEN TEA 4PC SK F","","SK","JAPANESE SWEETS","#70503","3/ 10/ 7.05 OZ","074410705039","https://ecatalog.wismettacusa.com/upload/img/m/13071309565c3535a5652691.69124417.jpg","https://ecatalog.wismettacusa.com/product.php?id=2796&branch=LOS"
"SNACK GOOD GOOD EAT RAMEN BBQ","","WEI LIH","SNACK","#70585","15/ 2.82 OZ","074410705855","https://ecatalog.wismettacusa.com/upload/img/m/108300077662d9e3d808f159.42413122.jpg","https://ecatalog.wismettacusa.com/product.php?id=2640&branch=LOS"
"SNACK GOOD GOOD EAT RAMEN SOY SAUCE","","WEI LIH","SNACK","#70586","15/ 2.82 OZ","074410705862","https://ecatalog.wismettacusa.com/upload/img/m/165802008638e8d2d4d35a7.99998200.jpg","https://ecatalog.wismettacusa.com/product.php?id=2639&branch=LOS"
"SWEETS ZENZAI HIYASHI 2PC IMURAYA","","IMURAYA","JAPANESE SWEETS","#70782","2/ 6/ 7.41 OZ","074410707828","https://ecatalog.wismettacusa.com/upload/img/m/70782.jpg","https://ecatalog.wismettacusa.com/product.php?id=2798&branch=LOS"
"POCKY CHOCOLATE (ENG) GLICO","","GLICO","CHOCOLATE, BISCUIT","#70914","12/ 10/ 2.47 OZ","073141152334","https://ecatalog.wismettacusa.com/upload/img/m/3624486305c1c336f878dd0.06496167.jpg","https://ecatalog.wismettacusa.com/product.php?id=2402&branch=LOS"
"DESSERT TIRAMISU GREEN TEA 4.25LB F","","N/A","CONFECTION CHILLED, FROZEN OTHER","#71006","4/ 4.25 LB","20255377500019","https://ecatalog.wismettacusa.com/upload/img/m/2021025276144893a623c77.16159141.jpg","https://ecatalog.wismettacusa.com/product.php?id=53101&branch=LOS"
"DESSERT CHEESE CAKE GREEN TEA 4LB F","","N/A","CONFECTION CHILLED, FROZEN OTHER","#71007","4/ 4 LB","019454332568","https://ecatalog.wismettacusa.com/upload/img/m/33446727561448956e2a381.85545303.jpg","https://ecatalog.wismettacusa.com/product.php?id=56811&branch=LOS"
"SWEETS DAIFUKU RED BULK IMURAYA F","","IMURAYA","JAPANESE SWEETS","#71018A","12/ 6 PC","853558002350","https://ecatalog.wismettacusa.com/upload/img/m/151303638066db7dd546e334.68149279.jpg","https://ecatalog.wismettacusa.com/product.php?id=85944&branch=LOS"
"MOCHI ICE CREAM MATCHA 6PC MIKAWAYA F","","MIKAWAYA","ICE CREAM","#71063","12/ 6 PC","070934995000","https://ecatalog.wismettacusa.com/upload/img/m/7719314185c2e9f1632e667.10970742.jpg","https://ecatalog.wismettacusa.com/product.php?id=2931&branch=LOS"
"MOCHI COCONUT CREAM YUZU FRZ DESSERT F","","IMURAYA","ICE CREAM","#71083","12/ 6 PC","853558002060","https://ecatalog.wismettacusa.com/upload/img/m/364487635c01d1fe5b7c46.72472932.jpg","https://ecatalog.wismettacusa.com/product.php?id=2918&branch=LOS"
"MOCHI COCONUT CREAM MANGO FRZ DESSERT F","","IMURAYA","ICE CREAM","#71085","12/ 6 PC","853558002053","https://ecatalog.wismettacusa.com/upload/img/m/573163356624635c40221a2.39855272.jpg","https://ecatalog.wismettacusa.com/product.php?id=2920&branch=LOS"
"MOCHI COCONUT CREAM CHOCO FRZ DESSERT F","","IMURAYA","ICE CREAM","#71086","12/ 6 PC","853558002046","https://ecatalog.wismettacusa.com/upload/img/m/803731004624635e6de15d7.18072434.jpg","https://ecatalog.wismettacusa.com/product.php?id=2921&branch=LOS"
"MOCHI COCONUT CREAM STRBRY FRZ DESSERT F","","IMURAYA","ICE CREAM","#71087","12/ 6 PC","853558002039","https://ecatalog.wismettacusa.com/upload/img/m/1254760797624635fe902eb4.29769389.jpg","https://ecatalog.wismettacusa.com/product.php?id=2922&branch=LOS"
"MOCHI COCONUT CREAM MATCHA FRZ DESSERT F","","IMURAYA","ICE CREAM","#71093","12/ 6 PC","853558002084","https://ecatalog.wismettacusa.com/upload/img/m/10696741076246325041eb04.33717328.jpg","https://ecatalog.wismettacusa.com/product.php?id=2936&branch=LOS"
"ICE CREAM VANILLA NATURAL 3GL CRYSTAL F","","N/A","ICE CREAM","#71191","3 GL","N/A","https://ecatalog.wismettacusa.com/upload/img/m/67061671666bb870200d233.14106446.jpg","https://ecatalog.wismettacusa.com/product.php?id=48251&branch=LOS"
"SWEETS MATCHA TSUBUAN MONAKA IMURA F","","IMURAYA","ICE CREAM","#71295","8/ 10.14 FZ","853558002435","https://ecatalog.wismettacusa.com/upload/img/m/71295-1.jpg","https://ecatalog.wismettacusa.com/product.php?id=2852&branch=LOS"
"MOCHI ICE CREAM STRAWBERRY SK F","","SK","ICE CREAM","#71321","4/ 8.4 OZ","074410713218","https://ecatalog.wismettacusa.com/upload/img/m/15909823355d41e214335867.28406613.jpg","https://ecatalog.wismettacusa.com/product.php?id=82307&branch=LOS"
"MOCHI ICE CREAM BLACK SESAME SK F","","SK","ICE CREAM","#71322","4/ 8.4 OZ","074410713225","https://ecatalog.wismettacusa.com/upload/img/m/5915857765d41e2237c2953.21655758.jpg","https://ecatalog.wismettacusa.com/product.php?id=82308&branch=LOS"
"MOCHI ICE CREAM MANGO SK F","","SK","ICE CREAM","#71323","4/ 8.4 OZ","074410713232","https://ecatalog.wismettacusa.com/upload/img/m/3063508285d41e232a47461.64582765.jpg","https://ecatalog.wismettacusa.com/product.php?id=82309&branch=LOS"
"MOCHI ICE CREAM MATCHA SK F","","SK","ICE CREAM","#71324","4/ 8.4 OZ","074410713249","https://ecatalog.wismettacusa.com/upload/img/m/3583241725d41e24385f503.87928171.jpg","https://ecatalog.wismettacusa.com/product.php?id=82310&branch=LOS"
"MOCHI ICE CREAM MINT CHIP 6PC MIKAWAYA F","","MIKAWAYA","ICE CREAM","#71415","12/ 6 PC","700934995505","https://ecatalog.wismettacusa.com/upload/img/m/7206034265c12ee0e979088.94382986.jpg","https://ecatalog.wismettacusa.com/product.php?id=2909&branch=LOS"
"MOCHI ICE CREAM PLUM WINE 6PC MIKAWAYA F","","MIKAWAYA","ICE CREAM","#71416","12/ 6 PC","070934996007","https://ecatalog.wismettacusa.com/upload/img/m/4726633685c12ee21d079a8.46306840.jpg","https://ecatalog.wismettacusa.com/product.php?id=2908&branch=LOS"
"MOCHI ICE CREAM BLACK SESAME 6P MIKAWA F","","MIKAWAYA","ICE CREAM","#71417","12/ 6 PC","070934994003","https://ecatalog.wismettacusa.com/upload/img/m/12741061235c12ee30d130e2.75383222.jpg","https://ecatalog.wismettacusa.com/product.php?id=2911&branch=LOS"
"CHOCOLATE BLACK MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#71418","8/ 6/ 4.23 OZ","074410714185","https://ecatalog.wismettacusa.com/upload/img/m/10363954946397674f2ca798.36288885.jpg","https://ecatalog.wismettacusa.com/product.php?id=2405&branch=LOS"
"CHOCOLATE BLACK MEIJI","","MEIJI","CHOCOLATE, BISCUIT","#71418A","8/ 6/ 4.23 OZ","074410714185","https://ecatalog.wismettacusa.com/upload/img/m/84629717966c8f0c76640a3.55685651.jpg","https://ecatalog.wismettacusa.com/product.php?id=128232&branch=LOS"
"MOCHI ICE CREAM COOKIE&CREAM 6P MIKAWA F","","MIKAWAYA","ICE CREAM","#71419","12/ 6 PC","070934994508","https://ecatalog.wismettacusa.com/upload/img/m/9990201985c12ee41a90621.74682106.jpg","https://ecatalog.wismettacusa.com/product.php?id=2910&branch=LOS"
"SWEETS DAIFUKU RICE CAKE WHITE SK 1P F","","SK","JAPANESE SWEETS","#71480","5/ 10/ 3.52 OZ","74410714802","https://ecatalog.wismettacusa.com/upload/img/m/17898588695c50ccef9f2ca4.38827795.jpg","https://ecatalog.wismettacusa.com/product.php?id=2845&branch=LOS"
"SWEETS DAIFUKU RICE CAKE RED SK 1P F","","SK","JAPANESE SWEETS","#71481","5/ 10/ 3.52 OZ","074410714819","https://ecatalog.wismettacusa.com/upload/img/m/6952968395c50cd0fb0d453.71952748.jpg","https://ecatalog.wismettacusa.com/product.php?id=2846&branch=LOS"
"SWEETS DAIFUKU RICE CAKE GREEN SK 1P F","","SK","JAPANESE SWEETS","#71482","5/ 10/ 3.52 OZ","074410714826","https://ecatalog.wismettacusa.com/upload/img/m/19367746795c50cd1adefe58.86269337.jpg","https://ecatalog.wismettacusa.com/product.php?id=2847&branch=LOS"
"SWEETS DAIFUKU RICE CAKE SESAME SK 1P F","","SK","JAPANESE SWEETS","#71483","5/ 10/ 3.52 OZ","074410714833","https://ecatalog.wismettacusa.com/upload/img/m/6891872215c50cd266831b2.24880987.jpg","https://ecatalog.wismettacusa.com/product.php?id=2848&branch=LOS"
"SWEETS DAIFUKU RICE CAKE BEAN SK 1P F","","SK","JAPANESE SWEETS","#71484","5/ 10/ 3.52 OZ","074410714840","https://ecatalog.wismettacusa.com/upload/img/m/1116563295c50cd33490a76.92063492.jpg","https://ecatalog.wismettacusa.com/product.php?id=2849&branch=LOS"
"SWEETS AJI NO MEISAKU 18PC(ENG)MARUKYO F","","MARUKYO","JAPANESE SWEETS","#71987","12/ 8.81 OZ","7441071987","https://ecatalog.wismettacusa.com/upload/img/m/15875882215c01d337533967.77522547.jpg","https://ecatalog.wismettacusa.com/product.php?id=2803&branch=LOS"
"SWEETS DORAYAKI TSUBUAN SK F","","SK","JAPANESE SWEETS","#72014","12/ 9.7 OZ","074410720148","https://ecatalog.wismettacusa.com/upload/img/m/5879922475c994f760cbce3.90106253.jpg","https://ecatalog.wismettacusa.com/product.php?id=2820&branch=LOS"
"SWEETS DORAYAKI KURI SK F","","SK","JAPANESE SWEETS","#72023","12/ 9.7 OZ","074410720230","https://ecatalog.wismettacusa.com/upload/img/m/14506941105c994f89e29ec9.05226143.jpg","https://ecatalog.wismettacusa.com/product.php?id=2821&branch=LOS"
"RICE CRACKER PARINKO SANKO SEIKA","","SANKO","RICE CRACKER","#72036A","12/ 3.56 OZ","074410720360","https://ecatalog.wismettacusa.com/upload/img/m/96097523266db7d0c24a493.31972730.jpg","https://ecatalog.wismettacusa.com/product.php?id=119817&branch=LOS"
"HI-CHEW PEG BAG REG MIX #15331","","MORINAGA","CANDY, GUM","#72077","6/ 3.53 OZ","873983005047","https://ecatalog.wismettacusa.com/upload/img/m/835375446654acf4dd442d9.68641610.jpg","https://ecatalog.wismettacusa.com/product.php?id=2606&branch=LOS"
"PRETZ PIZZA GLICO","","GLICO","CHOCOLATE, BISCUIT","#72113","12/ 10/ 1.09 OZ","073141153041","https://ecatalog.wismettacusa.com/upload/img/m/18426177685c1c339e22f107.38372383.jpg","https://ecatalog.wismettacusa.com/product.php?id=2657&branch=LOS"
"PRETZ PIZZA GLICO NEW","","GLICO","CHOCOLATE, BISCUIT","#72113A","12/ 10/ 1.09 OZ","073141153041","https://ecatalog.wismettacusa.com/upload/img/m/850039347612f3ef0e76926.15684709.jpg","https://ecatalog.wismettacusa.com/product.php?id=92575&branch=LOS"
"PRETZ PIZZA GLICO 24","","GLICO","CHOCOLATE, BISCUIT","#72113B","12/ 10/ 1.09 OZ","073141153041","https://ecatalog.wismettacusa.com/upload/img/m/1508457799669ec6d3de9f54.32424663.jpg","https://ecatalog.wismettacusa.com/product.php?id=124258&branch=LOS"
"PRETZ ORIGINAL GLICO","","GLICO","CHOCOLATE, BISCUIT","#72114","12/ 10/ 1.09 OZ","073141153058","https://ecatalog.wismettacusa.com/upload/img/m/158413619366997ff18eecb5.50335965.jpg","https://ecatalog.wismettacusa.com/product.php?id=2654&branch=LOS"
"CHOCOLATE PEKO POKO FUJIYA","","FUJIYA","CHOCOLATE, BISCUIT","#72182","12/ 12/ 0.84 OZ","074410721824","https://ecatalog.wismettacusa.com/upload/img/m/11186551755c507f18c2dfd3.08358323.jpg","https://ecatalog.wismettacusa.com/product.php?id=2406&branch=LOS"
"MOCHI ICE CREAM CHOCOLATE MIKAWAYA F","","MIKAWAYA","ICE CREAM","#72316","12/ 6 PC","070934990609","https://ecatalog.wismettacusa.com/upload/img/m/1135995275c12ee50b01281.44788515.jpg","https://ecatalog.wismettacusa.com/product.php?id=2853&branch=LOS"
"SWEETS MIZU YOKAN NERI BAG 5PC IMURAYA","","IMURAYA","JAPANESE SWEETS","#72512","10/ 10.93 OZ","074410725129","https://ecatalog.wismettacusa.com/upload/img/m/277993445eebb13ea79fd0.09840611.jpg","https://ecatalog.wismettacusa.com/product.php?id=2805&branch=LOS"
"SNACK GOOD GOOD EAT RAMEN SPICY 2.82OZ","","WEI LIH","SNACK","#72793","15/ 2.82 OZ","074410727932","https://ecatalog.wismettacusa.com/upload/img/m/117711516462d9e3f688be85.53734406.jpg","https://ecatalog.wismettacusa.com/product.php?id=2641&branch=LOS"
"SNACK GOOD GOOD EAT RAMEN ORIGINAL","","WEI LIH","SNACK","#72794","15/ 2.82 OZ","074410727949","https://ecatalog.wismettacusa.com/upload/img/m/1576480020638e8efc2bfc34.11237545.jpg","https://ecatalog.wismettacusa.com/product.php?id=2642&branch=LOS"
"MOCHI ICE CREAM UBE 6PC MIKAWAYA F","","MIKAWAYA","ICE CREAM","#72956","12/ 1.25 OZ","070934998506","https://ecatalog.wismettacusa.com/upload/img/m/15252081365f1d52f790f07.97729660.jpg","https://ecatalog.wismettacusa.com/product.php?id=119818&branch=LOS"
"CHOCOLATE DARS WHITE JPN PACK MORINAGA","","MORINAGA","CHOCOLATE, BISCUIT","#72965","16/ 10/ 1.48 OZ","N/A","https://ecatalog.wismettacusa.com/upload/img/m/144635857864d2dc815ad2f0.38249183.jpg","https://ecatalog.wismettacusa.com/product.php?id=93970&branch=LOS"
"RICE CRACKER (STICK)","","SK","SNACK","#72984","30/ 3.52 OZ","074410729844","https://ecatalog.wismettacusa.com/upload/img/m/9127418075c0ee383d9e3f2.78161689.jpg","https://ecatalog.wismettacusa.com/product.php?id=2643&branch=LOS"
"CANDY MIX JELLY KINJYO","","KINJYO","CANDY, GUM","#73036","2/ 10/ 5.29 OZ","074410730369","https://ecatalog.wismettacusa.com/upload/img/m/19506915195c50c9d58cb371.03772799.jpg","https://ecatalog.wismettacusa.com/product.php?id=86820&branch=LOS"
