ada,sku,name,proof,size,pack,base_price,license_price,retail_price,group,Level 1 category,Level 2 category,Level 3 category
321,8352,H WALKER WATERMELON,,30,750,7.12,6.75,7.96,Alcohol,,,
321,8398,H WALKER WATERMELON,,30,1000,8.91,8.48,9.99,Alcohol,,,
321,5063,H WALKER WHITE PEACH,,30,750,7.12,6.75,7.96,Alcohol,wine,Champagne & Sparkling,
321,10945,H.R. SCHOOLCRAFT WONDERMINT,70,750,6,22.32,21.2,24.99,Alcohol,,,
321,58667,ICE 101 PPRMNT SCHNAPPS,101,750,12,16.51,15.68,18.49,Alcohol,,Cordials & Liqueurs,Schnapps
321,6871,LEROUX BUTTERSCOTCH SCHNAPPS,25,1000,12,6.68,6.35,7.49,Alcohol,,Cordials & Liqueurs,Schnapps
321,57543,MAUI BLUE HAWAIIAN SCHNAPPS,30,375,24,4.01,3.81,4.49,Alcohol,,Cordials & Liqueurs,Schnapps
321,57547,MAUI BLUE HAWAIIAN SCHNAPPS,30,750,12,8.47,8.05,9.49,Alcohol,,Cordials & Liqueurs,Schnapps
321,85736,MAUI BLUE HAWAIIAN SCHNAPPS,30,1000,12,11.14,10.6,12.49,Alcohol,,Cordials & Liqueurs,Schnapps
321,57557,MAUI TROPICAL SCHNAPPS,30,750,12,8.47,8.05,9.49,Alcohol,,Cordials & Liqueurs,Schnapps
321,88870,MAUI TROPICAL SCHNAPPS,30,1000,12,11.14,10.6,12.49,Alcohol,,Cordials & Liqueurs,Schnapps
321,95566,MR BOSTON BUTTERSCOTCH,30,1000,12,5.16,4.91,5.79,Alcohol,,,
321,7808,MR BOSTON CINNAMON,30,1000,12,5.16,4.91,5.79,Alcohol,,,
321,7809,MR BOSTON PEACH SCHNAPPS,30,750,12,4.45,4.23,4.99,Alcohol,,Cordials & Liqueurs,Schnapps
321,86536,MR BOSTON PEACH SCHNAPPS,30,1000,12,5.16,4.91,5.79,Alcohol,,Cordials & Liqueurs,Schnapps
321,9705,MR BOSTON PEPPERMINT,54,750,12,4.45,4.23,4.99,Alcohol,,,
321,9706,MR BOSTON PEPPERMINT,54,1000,12,5.16,4.91,5.79,Alcohol,,,
321,7194,MR BOSTON PEPPERMINT PL,54,50,120,0.44,0.43,0.5,Alcohol,,,
321,12191,MR BOSTON PEPPERMINT PL,54,100,48,0.86,0.8,0.95,Alcohol,,,
321,7195,MR BOSTON PEPPERMINT PL,54,200,48,1.34,1.26,1.49,Alcohol,,,
321,7196,MR BOSTON PEPPERMINT PL,54,375,24,2.66,2.54,2.99,Alcohol,,,
321,7197,MR BOSTON PEPPERMINT PL,54,750,12,4.45,4.23,4.99,Alcohol,,,
321,7811,MR BOSTON ROOT BEER,30,1000,12,5.16,4.91,5.79,Alcohol,,,
321,7812,MR BOSTON SOUR APPLE,30,750,12,4.45,4.23,4.99,Alcohol,,,
321,1582,MR BOSTON SOUR APPLE,30,1000,12,5.16,4.91,5.79,Alcohol,,,
321,7813,MR BOSTON SOUR CHERRY,30,750,12,4.45,4.23,4.99,Alcohol,,,
321,7814,MR BOSTON SOUR GRAPE,30,750,12,4.45,4.23,4.99,Alcohol,,,
321,7815,MR BOSTON SOUR STRAWBERRY,30,750,12,4.45,4.23,4.99,Alcohol,,,
321,4069,MR BOSTON WATERMELON,30,1000,12,5.16,4.91,5.79,Alcohol,,,
321,59452,RUMPLE MINZE PPRMNT (GER),100,200,24,6.24,5.93,6.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,59453,RUMPLE MINZE PPRMNT (GER),100,375,12,10.7,10.17,11.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,59447,RUMPLE MINZE PPRMNT (GER),100,750,12,20.53,19.5,22.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,7649,RUMPLE MINZE PPRMNT (GER),100,1000,12,25.87,24.56,28.96,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,72177,RUMPLE MINZE PRMNT/50ML CR RYL,100,750,12,20.53,19.5,22.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,59477,YUKON JACK PERMA FROST SCH,100,750,12,15.16,14.41,16.99,Alcohol,,,
321,194,99 APPLES,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,1122,99 APPLES PL,99,375,24,7.12,6.75,7.96,Alcohol,,,
321,94450,99 BANANAS,99,375,24,7.12,6.75,7.96,Alcohol,,,
321,85466,99 BANANAS,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,84450,99 BLACKBERRIES,99,375,24,7.12,6.75,7.96,Alcohol,,,
321,84690,99 BLACKBERRIES,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,3258,99 BLACKCHERRIES,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,9701,99 BLACKCHERRIES PL,99,375,24,7.12,6.75,7.96,Alcohol,,,
321,10720,99 CINNAMON,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,10721,99 CINNAMON PL,99,375,24,7.12,6.75,7.96,Alcohol,,,
321,9702,99 COCONUTS,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,6098,99 GRAPES,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,2194,99 ORANGES,99,375,24,7.12,6.75,7.96,Alcohol,,,
321,1581,99 ORANGES,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,4365,99 PEACHES,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,9703,99 PEACHES PL,99,375,24,7.12,6.75,7.96,Alcohol,,,
321,11138,99 PEPPERMINT,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,11728,99 SIX FLAV COUNTER DISPL PL,99,50,120,0.44,0.43,0.5,Alcohol,,,
321,7596,99 WATERMELONS,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,8326,99 WHIPPED CREAM,99,750,12,14.28,13.56,15.99,Alcohol,,,
321,12018,99 VARIETY PL 4PK,99,50,30,1.79,1.7,2,Alcohol,,,
321,10611,AGAVE UNDERGROUND ANEJO,80,750,6,53.57,50.88,59.99,Alcohol,,,
321,7683,AVION ANEJO,80,750,6,44.62,42.37,49.96,Alcohol,,,
321,10885,AVION EXTRA ANEJO RESERVA 44,80,750,4,133.91,127.23,149.99,Alcohol,,,
321,8191,AVION REPOSADO,80,375,12,17.86,16.95,19.99,Alcohol,,,
321,7684,AVION REPOSADO,80,750,6,41.95,39.86,46.99,Alcohol,,,
321,8193,AVION SILVER,80,50,60,2.66,2.54,2.99,Alcohol,,,
321,8194,AVION SILVER,80,375,12,17.86,16.95,19.99,Alcohol,,,
321,7685,AVION SILVER,80,750,6,40.16,38.16,44.99,Alcohol,,,
321,72647,AVION SILVER W/4 SHOT GLS,80,750,6,40.16,38.16,44.99,Alcohol,,,
321,5726,AZTECA GOLD,80,750,12,9.37,8.89,10.48,Alcohol,,,
321,5727,AZTECA GOLD,80,1000,12,9.37,8.89,10.48,Alcohol,,,
321,5728,AZTECA GOLD,80,1750,6,17.39,16.53,19.49,Alcohol,,,
321,59587,AZTECA WHITE,80,750,12,9.37,8.89,10.48,Alcohol,wine,Champagne & Sparkling,
321,3723,AZTECA WHITE,80,1000,12,9.37,8.89,10.48,Alcohol,wine,Champagne & Sparkling,
321,59588,AZTECA WHITE PL,80,1750,6,17.39,16.53,19.49,Alcohol,wine,Champagne & Sparkling,
321,11259,CAMPEON ANEJO,80,375,12,25.88,24.6,29,Alcohol,,,
321,12547,CAMPEON ANEJO,80,750,6,84.82,80.57,94.99,Alcohol,,,
321,11260,CAMPEON REPOSADO,80,375,12,24.11,22.89,26.99,Alcohol,,,
321,12549,CAMPEON REPOSADO,80,750,6,75.87,72.06,84.96,Alcohol,,,
321,11261,CAMPEON SILVER,80,375,12,22.32,21.2,24.99,Alcohol,,,
321,12548,CAMPEON SILVER,80,750,6,66.95,63.61,74.99,Alcohol,,,
321,4616,CAMPO AZUL CLASICO REPOSADO,80,750,12,15.69,14.91,17.58,Alcohol,,,
321,10709,CHINACO ANEJO,80,750,6,62.49,59.37,69.99,Alcohol,,,
321,11181,CHINACO BLANCO,80,750,6,26.78,25.44,29.99,Alcohol,,,
321,10710,CHINACO REPOSADO,80,750,6,49.11,46.64,54.99,Alcohol,,,
321,887,CORAZON DE AGAVE ANEJO,80,750,6,26.78,25.44,29.99,Alcohol,,,
321,888,CORAZON DE AGAVE BLANCO,80,750,6,23.2,22.05,25.99,Alcohol,,,
321,8470,CORAZON DE AGAVE BLANCO,80,1000,6,24.11,22.89,26.99,Alcohol,,,
321,889,CORAZON DE AGAVE REPOSADO,80,750,6,24.99,23.74,27.99,Alcohol,,,
321,5164,CUATRO CIRIOS SILVER,80,750,12,21.04,19.98,23.56,Alcohol,,,
321,12181,D DELEON DIAMANTE,80,750,6,133.91,127.23,149.99,Alcohol,,,
321,12182,D DELEON EXTRA ANEJO,108,750,6,312.49,296.87,349.99,Alcohol,,,
321,12183,D DELEON LEONA,,80,750,758.9,720.97,849.98,Alcohol,,,
321,12184,D DELEON PLATINUM,,80,50,7.12,6.75,7.96,Alcohol,,,
321,12185,D DELEON PLATINUM,,80,375,31.24,29.68,34.99,Alcohol,,,
321,12186,D DELEON PLATINUM,,80,750,53.57,50.88,59.99,Alcohol,,,
321,12187,D DELEON PLATINUM,,80,1750,116.07,110.26,129.99,Alcohol,,,
321,12188,D DELEON REPOSADO,,80,50,8.03,7.62,8.99,Alcohol,,,
321,12189,D DELEON REPOSADO,,80,750,58.03,55.12,64.99,Alcohol,,,
321,5486,DEL MAGUEY PECHUGA,,98.8,750,165,156.75,184.8,Alcohol,,,
321,9308,DEL MAGUEY TOBALA,,90,750,99,94.05,110.88,Alcohol,,,
321,9309,DEL MAGUEY VIDA,,84,750,29.7,28.22,33.27,Alcohol,,,
321,10135,DON FELIX ANEJO,,80,750,44.62,42.37,49.96,Alcohol,,,
321,12563,DON FELIX PLATA,,80,750,38.37,36.44,42.96,Alcohol,,,
321,12336,DON FELIX REPOSADO,,80,750,41.95,39.86,46.99,Alcohol,,,
321,86133,DON JULIO ANEJO,,80,50,3.84,3.64,4.29,Alcohol,,,
321,2903,DON JULIO ANEJO,,80,375,27.66,26.29,30.99,Alcohol,,,
321,83530,DON JULIO ANEJO,,80,750,46.38,44.08,51.96,Alcohol,,,
321,86403,DON JULIO BLANCO,,80,50,3.84,3.64,4.29,Alcohol,,,
321,2904,DON JULIO BLANCO,,80,375,24.99,23.74,27.99,Alcohol,,,
321,84110,DON JULIO BLANCO,,80,750,48.2,45.8,53.99,Alcohol,,,
321,7444,DON JULIO BLANCO,,80,1750,86.61,82.27,96.99,Alcohol,,,
321,72403,DON JULIO BLANCO W/50ML CR RYL,,80,750,48.2,45.8,53.99,Alcohol,,,
321,72547,DON JULIO BLANCO W50ML BLANCO,,80,750,48.2,45.8,53.99,Alcohol,,,
321,3682,DON JULIO REAL,,80,750,294.62,279.87,329.96,Alcohol,,,
321,2905,DON JULIO REPOSADO,,80,375,26.75,25.41,29.96,Alcohol,,,
321,583,DON JULIO REPOSADO,,80,750,51.78,49.19,57.99,Alcohol,,,
321,7635,DON JULIO REPOSADO,,80,1750,80.36,76.33,89.99,Alcohol,,,
321,3393,DON JULIO 1942,,80,750,108.91,103.48,121.99,Alcohol,,,
321,8008,DON JULIO 70TH ANNIVERSARY,,80,750,56.24,53.43,62.99,Alcohol,,,
321,7984,EL CHARRO ANEJO,,80,750,17.86,16.95,19.99,Alcohol,,,
321,7117,EL CHARRO REPOSADO,,80,750,13.37,12.69,14.96,Alcohol,,,
321,7118,EL CHARRO REPOSADO,,80,1000,16.07,15.26,17.99,Alcohol,,,
321,8118,EL CHARRO REPOSADO,,80,1750,26.78,25.44,29.99,Alcohol,,,
321,7119,EL CHARRO SILVER,,80,750,13.37,12.69,14.96,Alcohol,,,
321,7120,EL CHARRO SILVER,,80,1000,16.07,15.26,17.99,Alcohol,,,
321,8119,EL CHARRO SILVER,,80,1750,26.78,25.44,29.99,Alcohol,,,
321,10262,EL MAYOR ANEJO,,80,375,13.37,12.69,14.96,Alcohol,,,
321,3725,EL MAYOR ANEJO,,80,750,26.78,25.44,29.99,Alcohol,,,
321,10263,EL MAYOR BLANCO,,80,375,11.61,11.02,12.99,Alcohol,,,
321,3714,EL MAYOR BLANCO,,80,750,22.32,21.2,24.99,Alcohol,,,
321,10298,EL MAYOR EXTRA,ANEJO,80,750,89.28,84.81,99.99,Alcohol,,,
321,10264,EL MAYOR REPOSADO,,80,375,11.61,11.02,12.99,Alcohol,,,
321,3715,EL MAYOR REPOSADO,,80,750,22.32,21.2,24.99,Alcohol,,,
321,8783,EL TESORO ANNIVERSARIO - 70 YR,,80,750,133.91,127.23,149.99,Alcohol,,,
321,1007,EL TESORO DE DON FELIPE ANEJO,80,750,6,41.07,39.01,45.99,Alcohol,,,
321,1006,EL TESORO PLATINUM,80,750,6,32.12,30.5,35.96,Alcohol,,,
321,1008,EL TESORO REPOSADO,80,750,6,35.7,33.92,39.99,Alcohol,,,
321,59633,EL TORO GOLD,80,375,24,7.12,6.75,7.96,Alcohol,,,
321,59637,EL TORO GOLD,80,750,12,12.49,11.87,13.99,Alcohol,,,
321,59631,EL TORO GOLD,80,1000,12,16.95,16.11,18.99,Alcohol,,,
321,99350,EL TORO GOLD,80,1750,6,25.87,24.56,28.96,Alcohol,,,
321,59653,EL TORO WHITE,80,375,24,7.12,6.75,7.96,Alcohol,wine,Champagne & Sparkling,
321,59657,EL TORO WHITE,80,750,12,12.49,11.87,13.99,Alcohol,wine,Champagne & Sparkling,
321,91656,EL TORO WHITE,80,1000,12,16.95,16.11,18.99,Alcohol,wine,Champagne & Sparkling,
321,84589,EL TORO WHITE,80,1750,6,25.87,24.56,28.96,Alcohol,wine,Champagne & Sparkling,
321,6819,EL ZARCO GOLD,80,750,12,12.49,11.87,13.99,Alcohol,,,
321,11130,EL ZARCO GOLD,80,1000,12,10.7,10.17,11.99,Alcohol,,,
321,6821,EL ZARCO GOLD,80,1750,6,24.99,23.74,27.99,Alcohol,,,
321,6822,EL ZARCO SILVER,80,750,12,12.49,11.87,13.99,Alcohol,,,
321,11131,EL ZARCO SILVER,80,1000,12,10.7,10.17,11.99,Alcohol,,,
321,6824,EL ZARCO SILVER,80,1750,6,24.99,23.74,27.99,Alcohol,,,
321,11586,EXOTICO BLANCO,80,750,12,16.07,15.26,17.99,Alcohol,,,
321,12148,EXOTICO BLANCO,80,1000,12,16.95,16.11,18.99,Alcohol,,,
321,11587,EXOTICO REPOSADO,80,750,12,16.07,15.26,17.99,Alcohol,,,
321,8177,EXOTICO REPOSADO,80,1000,12,16.95,16.11,18.99,Alcohol,,,
321,7137,GIRO GOLD,80,750,12,7.86,7.45,8.79,Alcohol,,,
321,6261,GIRO GOLD,80,1000,12,10.09,9.57,11.29,Alcohol,,,
321,7138,GIRO GOLD,80,1750,6,17.39,16.53,19.49,Alcohol,,,
321,11990,GIRO GOLD LIQUEUR TEQUILA,80,1000,12,8.47,8.05,9.49,Alcohol,,Tequila & Agave,Tequila
321,7139,GIRO SILVER,80,750,12,7.86,7.45,8.79,Alcohol,,,
321,7140,GIRO SILVER,80,1000,12,10.09,9.57,11.29,Alcohol,,,
321,7141,GIRO SILVER,80,1750,6,17.39,16.53,19.49,Alcohol,,,
321,6600,GRAN CENTENARIO ANEJO,80,50,60,1.75,1.66,1.96,Alcohol,,,
321,954,GRAN CENTENARIO ANEJO,80,750,6,31.24,29.68,34.99,Alcohol,,,
321,5669,GRAN CENTENARIO AZUL REPOSADO,80,1000,12,22.32,21.2,24.99,Alcohol,,,
321,6456,GRAN CENTENARIO LEYENDA,80,750,3,223.2,212.05,249.99,Alcohol,,,
321,6601,GRAN CENTENARIO PLATA,80,50,60,1.78,1.69,1.99,Alcohol,,,
321,6956,GRAN CENTENARIO PLATA,80,750,6,26.78,25.44,29.99,Alcohol,,,
321,6602,GRAN CENTENARIO REPOSADO,80,50,60,1.78,1.69,1.99,Alcohol,,,
321,6957,GRAN CENTENARIO REPOSADO,80,750,6,26.78,25.44,29.99,Alcohol,,,
321,5496,GRAN CENTENARIO TENAMPA AZUL,80,750,12,17.86,16.95,19.99,Alcohol,,,
321,7477,GRAN PATRON BURDEOS,80,750,3,446.41,424.1,499.99,Alcohol,,,
321,10685,GRAN PATRON PIEDRA,80,750,4,357.12,339.25,399.96,Alcohol,,,
321,6214,GRAN PATRON PLATINUM,80,375,6,89.28,84.81,99.99,Alcohol,,,
321,2639,GRAN PATRON PLATINUM,80,750,3,178.57,169.63,199.99,Alcohol,,,
321,5323,GRAN PATRON PLATINUM,80,1750,3,428.57,407.13,479.99,Alcohol,,,
321,9851,GRAND MAYAN ULTRA AGED,80,750,6,89.28,84.81,99.99,Alcohol,,,
321,10728,GRAND MAYAN ULTRA AGED,80,1750,6,111.61,106.02,124.99,Alcohol,,,
321,10209,HACIENDA VIEJA BLANCO,80,750,12,17.86,16.95,19.99,Alcohol,,,
321,10203,HACIENDA VIEJA BLANCO,80,1750,6,33.91,32.23,37.99,Alcohol,,,
321,10204,HACIENDA VIEJA REPOSADO,80,750,12,17.86,16.95,19.99,Alcohol,,,
321,10205,HACIENDA VIEJA REPOSADO,80,1000,12,22.32,21.2,24.99,Alcohol,,,
321,10206,HACIENDA VIEJA REPOSADO,80,1750,6,33.91,32.23,37.99,Alcohol,,,
321,72482,HACIENDA VIEJA REPOSADO W/GL,80,750,6,17.86,16.95,19.99,Alcohol,,,
321,4564,HORNITOS ANEJO,80,750,12,28.57,27.13,31.99,Alcohol,,,
321,11090,HORNITOS BLACK BARREL,80,750,12,22.32,21.2,24.99,Alcohol,,,
321,9713,HORNITOS LIME SHOT,70,750,12,17.86,16.95,19.99,Alcohol,,,
321,4940,HORNITOS PLATA,80,200,24,5.5,6.49,,Alcohol,,,
321,4961,HORNITOS PLATA,80,375,24,11.61,11.02,12.99,Alcohol,,,
321,4606,HORNITOS PLATA,80,750,12,21.41,20.35,23.99,Alcohol,,,
321,11569,HORNITOS PLATA,80,1750,6,33.91,32.23,37.99,Alcohol,,,
321,72777,HORNITOS PLATA W/2 GLS,80,750,6,21.41,20.35,23.99,Alcohol,,,
321,4064,HORNITOS REPOSADO,80,200,24,5.8,5.5,6.49,Alcohol,,,
321,2652,HORNITOS REPOSADO,80,375,24,11.61,11.02,12.99,Alcohol,,,
321,94146,HORNITOS REPOSADO,80,750,12,21.41,20.35,23.99,Alcohol,,,
321,86036,HORNITOS REPOSADO,80,1000,12,26.78,25.44,29.99,Alcohol,,,
321,4130,HORNITOS REPOSADO,80,1750,6,33.91,32.23,37.99,Alcohol,,,
321,72778,HORNITOS REPOSADO W/2 GLS,80,750,6,20.35,23.99,,Alcohol,,,
321,12273,HORNITOS SPICED HONEY PL,70,750,12,16.95,19.99,,Alcohol,,,
321,12099,HOT DONKEY CINNAMON,70,750,6,19.5,22.99,,Alcohol,,,
321,10738,JOSE CUERVO CINGE,70,50,120,1.52,1.79,,Alcohol,,,
321,11386,JOSE CUERVO CINGE,70,100,48,2.54,2.99,,Alcohol,,,
321,10739,JOSE CUERVO CINGE,70,200,48,5.08,5.99,,Alcohol,,,
321,10684,JOSE CUERVO CINGE,70,375,12,8.48,9.99,,Alcohol,,,
321,10740,JOSE CUERVO CINGE,70,750,12,16.95,19.99,,Alcohol,,,
321,10736,JOSE CUERVO CINGE,70,1000,12,21.2,24.99,,Alcohol,,,
321,10737,JOSE CUERVO CINGE,70,1750,6,28.83,33.99,,Alcohol,,,
321,84623,JOSE CUERVO ESPECIAL GOLD,80,50,120,1.52,1.79,,Alcohol,,,
321,11376,JOSE CUERVO ESPECIAL GOLD,80,100,48,2.54,2.99,,Alcohol,,,
321,59712,JOSE CUERVO ESPECIAL GOLD,80,200,48,5.08,5.99,,Alcohol,,,
321,59713,JOSE CUERVO ESPECIAL GOLD,80,375,24,8.48,9.99,,Alcohol,,,
321,59717,JOSE CUERVO ESPECIAL GOLD,80,750,12,16.95,19.99,,Alcohol,,,
321,59711,JOSE CUERVO ESPECIAL GOLD,80,1000,12,21.2,24.99,,Alcohol,,,
321,59718,JOSE CUERVO ESPECIAL GOLD,80,1750,6,28.83,33.99,,Alcohol,,,
321,91376,JOSE CUERVO ESPECIAL GOLD (SQ),80,375,12,8.48,9.99,,Alcohol,,,
321,72435,JOSE CUERVO ESP GOLD/MARG MIX,80,750,6,16.95,19.99,,Alcohol,,,
321,5504,JOSE CUERVO ESPECIAL SILVER,80,50,120,1.52,1.79,,Alcohol,,,
321,11377,JOSE CUERVO ESPECIAL SILVER,80,100,48,2.54,2.99,,Alcohol,,,
321,7101,JOSE CUERVO ESPECIAL SILVER,80,200,48,4.23,4.99,,Alcohol,,,
321,5883,JOSE CUERVO ESPECIAL SILVER,80,375,12,8.48,9.99,,Alcohol,,,
321,5506,JOSE CUERVO ESPECIAL SILVER,80,750,12,17.86,16.95,19.99,Alcohol,,,
321,5507,JOSE CUERVO ESPECIAL SILVER,80,1000,12,22.32,21.2,24.99,Alcohol,,,
321,5503,JOSE CUERVO ESPECIAL SILVER,80,1750,6,30.36,28.83,33.99,Alcohol,,,
321,5505,JOSE CUERVO ESPECIAL SILVER PL,80,375,24,8.91,8.48,9.99,Alcohol,,,
321,72434,JOSE CUERVO ESP SILV/MARG MIX,80,750,6,17.86,16.95,19.99,Alcohol,,,
321,4557,JOSE CUERVO PLATINO RESERVA,80,750,6,49.11,46.64,54.99,Alcohol,,,
321,87720,JOSE CUERVO RES LA FAMILIA-BOX,80,750,3,133.91,127.23,149.99,Alcohol,,,
321,3009,JOSE CUERVO TRADICIONAL REPOSA,80,375,12,10.26,9.75,11.49,Alcohol,,,
321,1487,JOSE CUERVO TRADICIONAL REPOSA,80,750,12,17.86,16.95,19.99,Alcohol,,,
321,1488,JOSE CUERVO TRADICIONAL REPOSA,80,1000,12,25.87,24.56,28.96,Alcohol,,,
321,2699,JOSE CUERVO TRADICIONAL REPOSA,80,1750,6,38.37,36.44,42.96,Alcohol,,,
321,7362,JOSE CUERVO TRADICIONAL SILVER,80,375,12,9.82,9.32,10.99,Alcohol,,,
321,7408,JOSE CUERVO TRADICIONAL SILVER,80,750,12,16.95,16.11,18.99,Alcohol,,,
321,7409,JOSE CUERVO TRADICIONAL SILVER,80,1000,12,24.11,22.89,26.99,Alcohol,,,
321,7410,JOSE CUERVO TRADICIONAL SILVER,80,1750,6,35.7,33.92,39.99,Alcohol,,,
321,12175,JOSE CUERVO VARIETY CASE PL,70,100,24,2.66,2.54,2.99,Alcohol,,,
321,90600,JUAREZ GOLD,80,750,12,11.14,10.6,12.49,Alcohol,,,
321,86140,JUAREZ GOLD,80,1000,12,13.37,12.69,14.96,Alcohol,,,
321,90640,JUAREZ GOLD PL,80,1750,6,23.2,22.05,25.99,Alcohol,,,
321,60157,JUAREZ SILVER,80,750,12,11.14,10.6,12.49,Alcohol,,,
321,60151,JUAREZ SILVER,80,1000,12,13.37,12.69,14.96,Alcohol,,,
321,744,JUAREZ SILVER PL,80,50,120,0.87,0.81,0.96,Alcohol,,,
321,60158,JUAREZ SILVER PL,80,1750,6,23.2,22.05,25.99,Alcohol,,,
321,8209,KAH ANEJO,80,750,6,55.36,52.58,61.99,Alcohol,,,
321,8211,KAH BLANCO,80,750,6,42.86,40.7,47.99,Alcohol,,,
321,9291,KAH BLANCO END OF DAYS,110,750,6,62.45,59.33,69.95,Alcohol,,,
321,8212,KAH EXTRA ANEJO,80,750,6,204.88,194.65,229.48,Alcohol,,,
321,8214,KAH REPOSADO,110,750,6,49.99,47.49,55.99,Alcohol,,,
321,6431,LA ARENITA GOLD,80,1000,12,9.82,9.32,10.99,Alcohol,,,
321,11901,MAESTRO DOBEL ANEJO,80,50,60,6.68,6.35,7.49,Alcohol,,,
321,11902,MAESTRO DOBEL ANEJO,80,750,6,53.57,50.88,59.99,Alcohol,,,
321,11903,MAESTRO DOBEL DIAMANTE,80,50,60,6.24,5.93,6.99,Alcohol,,,
321,11057,MAESTRO DOBEL DIAMOND,80,200,24,15.16,14.41,16.99,Alcohol,,,
321,7555,MAESTRO DOBEL DIAMOND,80,375,12,24.11,22.89,26.99,Alcohol,,,
321,9186,MAESTRO DOBEL DIAMOND,80,750,6,48.2,45.8,53.99,Alcohol,,,
321,11904,MAESTRO DOBEL REPOSADO,80,50,60,5.97,5.68,6.69,Alcohol,,,
321,12083,MAESTRO DOBEL REPOSADO,80,375,12,23.64,22.47,26.49,Alcohol,,,
321,11905,MAESTRO DOBEL REPOSADO,80,750,6,47.32,44.95,52.99,Alcohol,,,
321,11906,MAESTRO DOBEL SILVER,80,50,60,5.7,5.42,6.39,Alcohol,,,
321,12084,MAESTRO DOBEL SILVER,80,200,12,14.28,13.56,15.99,Alcohol,,,
321,12085,MAESTRO DOBEL SILVER,80,375,12,23.2,22.05,25.99,Alcohol,,,
321,11907,MAESTRO DOBEL SILVER,80,750,6,46.41,44.1,51.99,Alcohol,,,
321,10138,MANANA ANEJO,80,750,6,51.78,49.19,57.99,Alcohol,,,
321,10145,MANANA REPOSADO,80,750,6,45.53,43.25,50.99,Alcohol,,,
321,85690,MARGARITAVILLE GOLD,80,750,12,11.87,13.99,,Alcohol,,Others,Margarita
321,86130,MARGARITAVILLE GOLD,80,1000,12,14.41,16.99,,Alcohol,,Others,Margarita
321,5979,MARGARITAVILLE GOLD,80,1750,6,23.74,27.99,,Alcohol,,Others,Margarita
321,85560,MARGARITAVILLE GOLD PL,80,375,24,5.08,5.99,,Alcohol,,Others,Margarita
321,85370,MARGARITAVILLE SILVER,80,750,12,11.87,13.99,,Alcohol,,Others,Margarita
321,8581,MARGARITAVILLE SILVER,80,1000,12,14.41,16.99,,Alcohol,,Others,Margarita
321,8582,MARGARITAVILLE SILVER,80,1750,6,23.74,27.99,,Alcohol,,Others,Margarita
321,2186,MATADOR BLANCO,80,750,12,11.02,12.99,,Alcohol,,,
321,2187,MATADOR BLANCO,80,1000,12,8.98,10.59,,Alcohol,,,
321,2189,MATADOR GOLD,80,750,12,11.87,13.99,,Alcohol,,,
321,2190,MATADOR GOLD,80,1000,12,8.98,10.59,,Alcohol,,,
321,12519,MAYALEN BORREGO MEZCAL,98,750,6,50.88,59.99,,Alcohol,,Tequila & Agave,Mezcal
321,12520,MAYALEN GUERRERO MEZCAL,108,750,6,46.64,54.99,,Alcohol,,Tequila & Agave,Mezcal
321,12521,MAYALEN WILD CUPREATEA MEZCAL,96,750,6,38.16,44.99,,Alcohol,,Tequila & Agave,Mezcal
321,59863,MONTE ALBAN MEZCAL,80,375,24,12.69,14.96,,Alcohol,,Tequila & Agave,Mezcal
321,59867,MONTE ALBAN MEZCAL,80,750,12,21.2,24.99,,Alcohol,,Tequila & Agave,Mezcal
321,7805,MONTE ALBAN REPOSADO,80,750,12,8.48,9.99,,Alcohol,,,
321,7806,MONTE ALBAN SILVER,80,750,12,8.48,9.99,,Alcohol,,,
321,59837,MONTEZUMA GOLD,80,750,12,8.48,9.99,,Alcohol,,,
321,88550,MONTEZUMA GOLD,80,1000,12,8.27,9.75,,Alcohol,,,
321,98846,MONTEZUMA GOLD,80,1750,6,16.95,19.99,,Alcohol,,,
321,59827,MONTEZUMA GOLD PL,80,750,12,8.48,9.99,,Alcohol,,,
321,59847,MONTEZUMA WHITE,80,750,12,8.48,9.99,,Alcohol,wine,Champagne & Sparkling,
321,59841,MONTEZUMA WHITE,80,1000,12,8.27,9.75,,Alcohol,wine,Champagne & Sparkling,
321,59848,MONTEZUMA WHITE,80,1750,6,16.95,19.99,,Alcohol,wine,Champagne & Sparkling,
321,8579,OLD MEXICO BLANCO PL,80,1000,12,9.32,10.99,,Alcohol,,,
321,8580,OLD MEXICO ORO PL,80,1000,12,9.32,10.99,,Alcohol,,,
