"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
,"BANANA PURDD 30 OZ","840400","1 TUB","30 OZ","",,"","","","","EACH","","https://www.badgermurphy.com/product/banana-purdd-30-oz/","PERFECT PUREE","","","","","","Badger Murphy","",""
,"BANANA PUREE ACIDIFIED 51.81 LB BAG-IN-BOX","0601P","1 CASE","51.81 LB.","",,"","","","","BAG-IN-BOX","","https://www.badgermurphy.com/product/banana-puree-acidified-51-81-lb-bag-in-box/","N/A","","","","","","Badger Murphy","",""
,"BANANA SLICES IQF 2/5 LB *","847010","1 CASE *","5 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/banana-slices-iqf-2-5-lb/","DOLE","","","","","","Badger Murphy","",""
,"BANANA SLICES IQF 30 LB +","0625","1 CASE +","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/banana-slices-iqf-30-lb/","SAVOR BRANDS","","","","","","Badger Murphy","",""
,"BANANAS GREEN STAGE 1 & 2 40 LB","4581","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/bananas-green-stage-1-2-40-lb/","N/A","","","","","","Badger Murphy","",""
,"BANANAS PLANTAINS GREEN 40 LB","4510","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/bananas-plantains-green-40-lb/","N/A","","","","","","Badger Murphy","",""
,"BANANAS TURN 10 LB","4547R","10 LB.","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/bananas-turn-10-lb/","N/A","","","","","","Badger Murphy","",""
,"BANANAS TURN STAGE 3 & 4 40 LB","4547","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/bananas-turn-stage-3-4-40-lb/","N/A","","","","","","Badger Murphy","",""
,"BANANAS YELLOW 40 LB","4547S","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/bananas-yellow-40-lb/","N/A","","","","","","Badger Murphy","",""
,"BAR ASST #1 (OATMEAL-RASPBERRY-7 LAYER-LEMON) *","8618","1 CASE *","UNSLICED","",,"","","","","CASE","","https://www.badgermurphy.com/product/bar-asst-1-oatmeal-raspberry-7-layer-lemon/","DIANNES","","","","","","Badger Murphy","",""
,"BAR LEMON OLD FASHIONED 4/51 OZ +","8650","1 CASE +","51 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bar-lemon-old-fashioned-4-51-oz/","DIANNES","","","","","","Badger Murphy","",""
,"BAR OREO DREAM UNSLICED 12.76 LB +","8619","1 CASE +","8 x13","",,"","","","","CASE","","https://www.badgermurphy.com/product/bar-oreo-dream-unsliced-12-76-lb/","SWEET STREET","","","","","","Badger Murphy","",""
,"BAR RASPBERRY 5.0625 LB *","843040","1 CASE *","5.0625 LBS","",,"","","","","CASE","","https://www.badgermurphy.com/product/bar-raspberry-5-0625-lb/","DESSERTWERKS","","","","","","Badger Murphy","",""
,"BAR TURTLE 144/2 OZ *","842417","1 CASE *","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/bar-turtle-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BARBEQUE (BBQ) SPICE 6 LB","9044C","1 JAR","6 LB.","",,"","","","","JAR","","https://www.badgermurphy.com/product/barbeque-bbq-spice-6-lb/","N/A","","","","","","Badger Murphy","",""
,"BARLEY PEARL 25 LB BAG","4272","1 CASE","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/barley-pearl-25-lb-bag/","N/A","","","","","","Badger Murphy","",""
,"BARS CHOCOLATE DOUBLE 144/2 OZ","842411","1 CASE","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/bars-chocolate-double-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BARS LEMON SUGAR FREE 144/2 OZ *","842401","1 CASE *","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/bars-lemon-sugar-free-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BARS LEMON 144/2 OZ","842410","1 CASE","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/bars-lemon-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BARS PECAN PIE 144/2 OZ *","842416","1 CASE *","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/bars-pecan-pie-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BARS RASP CRUMBLE SVRLD144/2oz","842414","1 CASE","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/bars-rasp-crumble-svrld144-2oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BARS SALTED CARAMEL 144/2 OZ","842412","1 CASE","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/bars-salted-caramel-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BARS SEVEN LAYER 144/2 OZ","842415","1 CASE","2 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/bars-seven-layer-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BASE BEEF (095) 12/1 LB *","1528A","1 CASE *","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-beef-095-12-1-lb/","LEGOUT","","","","","","Badger Murphy","",""
,"BASE BEEF MEAT 20 LB *","651181","1 CASE *","20 LB","",,"","","","","EACH","","https://www.badgermurphy.com/product/base-beef-meat-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE BEEF NO MSG 25 LB +","1523","1 PAIL +","25 LB.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/base-beef-no-msg-25-lb/","MAGGI","","","","","","Badger Murphy","",""
,"BASE BEEF PASTE NO MSG 6/1 LB","1542","1 CASE","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-beef-paste-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE BEEF POWDER 30 LB","9108","1 PAIL","30 LB.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/base-beef-powder-30-lb/","VARIETY","","","","","","Badger Murphy","",""
,"BASE BREAD 50 LB EASY VIENNA","5356","50 LB.","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/base-bread-50-lb-easy-vienna/","PURATOS","","","","","","Badger Murphy","",""
,"BASE CAKE CHOCOLATE CREME 50 LB","5271","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/base-cake-chocolate-creme-50-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"BASE CAKE CREME 50 LB","5273","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/base-cake-creme-50-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"BASE CHICKEN (095) 12/1 LB +","1528","1 CASE +","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-chicken-095-12-1-lb/","KNORR","","","","","","Badger Murphy","",""
,"BASE CHICKEN GOLD 6/1 LB *","651163","1 CASE *","1 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-chicken-gold-6-1-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE CHICKEN MEAT 12/1 LB *","651178","1 CASE *","1 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-chicken-meat-12-1-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE CHICKEN MEAT 20 LB *","651180","1 CASE *","20 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-chicken-meat-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE CHICKEN NO MSG 25 LB +","1522","1 PAIL +","N/A","",,"","","","","PAIL","","https://www.badgermurphy.com/product/base-chicken-no-msg-25-lb/","MAGGI","","","","","","Badger Murphy","",""
,"BASE CHICKEN PASTE NO MSG 12/1 LB","1536","1 CASE","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-chicken-paste-no-msg-12-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE CHICKEN POWDER 30 LB","9107","1 PAIL","30 LB.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/base-chicken-powder-30-lb/","VARIETY","","","","","","Badger Murphy","",""
,"BASE CHICKEN ROAST GOLD PASTE 20 LB *","651100","1 CASE *","20 LB","",,"","","","","EACH","","https://www.badgermurphy.com/product/base-chicken-roast-gold-paste-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE CLAM PASTE 12/1 LB *","1539","1 CASE *","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-clam-paste-12-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE GARLIC ROASTED GOLD 6/1 LB","651151","1 CASE","1 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-garlic-roasted-gold-6-1-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE LOBSTER NO MSG 6/1 LB *","1543","1 CASE *","1 POUND","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-lobster-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE MUSHROOM NO MSG 6/1 LB","1541","1 CASE","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-mushroom-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE PORK PASTE 6/1 LB *","1538","1 CASE *","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-pork-paste-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE POTATO ROLL EASY SOFTENER *","5353","50 LB. *","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/base-potato-roll-easy-softener/","PURATOS","","","","","","Badger Murphy","",""
,"BASE SEAFOOD NO MSG 6/1 LB *","1545","1 CASE *","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-seafood-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE SHRIMP 6/1 LB +","1533","1 CASE +","6 POUND","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-shrimp-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE VEGETABLE GOLD 20 LB *","651158","1 CASE *","20 LB","",,"","","","","EACH","","https://www.badgermurphy.com/product/base-vegetable-gold-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE VEGETABLE GOLD 6/1 LB +","651157","1 CASE +","1 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-vegetable-gold-6-1-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE VEGETABLE GOLD LOW SODIUM 20 LB *","651154","1 CASE *","1 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-vegetable-gold-low-sodium-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE VEGETABLE NO MSG 6/1 LB +","1526","1 CASE +","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/base-vegetable-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASIL LEAVES 2 LB","4342","1 JAR","2 LB.","",,"","","","","JAR","","https://www.badgermurphy.com/product/basil-leaves-2-lb/","DWS","","","","","","Badger Murphy","",""
,"BASIL PREMIUM FRESH 1 LB","4523D","1 BAG","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/basil-premium-fresh-1-lb/","N/A","","","","","","Badger Murphy","",""
,"BATH TISSUE 2 PLY 500 SHEET 96 CT","9688","1 CASE","4x3.25","",,"","","","","CASE","","https://www.badgermurphy.com/product/bath-tissue-2-ply-500-sheet-96-ct/","N/A","","","","","","Badger Murphy","",""
,"BATH TISSUE JUMBO 9 IN 2 PLY 12 CT","4097","1 CASE","1M""x3.75""","",,"","","","","CASE","","https://www.badgermurphy.com/product/bath-tissue-jumbo-9-in-2-ply-12-ct/","N/A","","","","","","Badger Murphy","",""
,"BATH TISSUE JUNIOR JUMBO 2 PLY 18 CT +","9687","1 CASE +","475 FEET","",,"","","","","CASE","","https://www.badgermurphy.com/product/bath-tissue-junior-jumbo-2-ply-18-ct/","KRUGER","","","","","","Badger Murphy","",""
,"BATTER MUFFIN BANANA NUT 18 LB *","5060","1 PAIL *","N/A","",,"","","","","PAIL","","https://www.badgermurphy.com/product/batter-muffin-banana-nut-18-lb/","POPPIES","","","","","","Badger Murphy","",""
,"BAY LEAVES WHOLE 1 LB","4343","1 JAR","1 LB.","",,"","","","","JAR","","https://www.badgermurphy.com/product/bay-leaves-whole-1-lb/","DWS","","","","","","Badger Murphy","",""
,"BEAN SPROUTS 10 LB","4574","1 BAG","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/bean-sprouts-10-lb/","N/A","","","","","","Badger Murphy","",""
,"BEANS BAKED 6/#10","9002B","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-baked-6-10/","BUSHS","","","","","","Badger Murphy","",""
,"BEANS BLACK 12/15 OZ *","4200","1 CASE *","15 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-black-12-15-oz/","BUSHS","","","","","","Badger Murphy","",""
,"BEANS BLACK 6/#10","4219","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-black-6-10/","SUNFIELD","","","","","","Badger Murphy","",""
,"BEANS BLACK LOW SODIUM 6/#10 +","4222","1 CASE +","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-black-low-sodium-6-10/","BUSHS","","","","","","Badger Murphy","",""
,"BEANS CHILI IN SAUCE 6/#10","4221","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-chili-in-sauce-6-10/","BUSHS","","","","","","Badger Murphy","",""
,"BEANS DRY BLACK TURTLE 20 LB","9004","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-dry-black-turtle-20-lb/","N/A","","","","","","Badger Murphy","",""
,"BEANS DRY GARBANZO 2O LB CARTON *","4275","1 CASE *","N/A","",,"","","","","BOX","","https://www.badgermurphy.com/product/beans-dry-garbanzo-2o-lb-carton/","BROWNS BEST","","","","","","Badger Murphy","",""
,"BEANS DRY GREAT NORTHERN 20 LB","9002","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-dry-great-northern-20-lb/","COMMODITY","","","","","","Badger Murphy","",""
,"BEANS DRY KIDNEY LIGHT RED 20 LB *","4273","1 CASE *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-dry-kidney-light-red-20-lb/","N/A","","","","","","Badger Murphy","",""
,"BEANS DRY LIMA LARGE 20 LB","4271","1 CASE","LARGE","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-dry-lima-large-20-lb/","N/A","","","","","","Badger Murphy","",""
,"BEANS DRY PINTO 20 LB","4274","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-dry-pinto-20-lb/","N/A","","","","","","Badger Murphy","",""
,"BEANS GARBANZO 6/#10 +","4281","1 CASE +","10 CANS","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-garbanzo-6-10/","REST PRIDE","","","","","","Badger Murphy","",""
,"BEANS GREAT NORTHERN 6/#10 +","4282","1 CASE +","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-great-northern-6-10/","BUSHS","","","","","","Badger Murphy","",""
,"BEANS GREEN CUT 6/#10","4220","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-green-cut-6-10/","REST PRIDE","","","","","","Badger Murphy","",""
,"BEANS GREEN FRESH 25 LB","4580","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-green-fresh-25-lb/","N/A","","","","","","Badger Murphy","",""
,"BEANS GREEN FRESH CLEANED & TRIMMED 2/5 LB","4585","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-green-fresh-cleaned-trimmed-2-5-lb/","N/A","","","","","","Badger Murphy","",""
,"BEANS KIDNEY DARK RED 6/#10","4228","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-kidney-dark-red-6-10/","BUSH","","","","","","Badger Murphy","",""
,"BEANS KIDNEY RED 6/#10","4226","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-kidney-red-6-10/","SUNFIELD","","","","","","Badger Murphy","",""
,"BEANS PINTO IN BRINE 6/#10","4210","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-pinto-in-brine-6-10/","BUSHS BEST","","","","","","Badger Murphy","",""
,"BEANS REFRIED 12/30 OZ +","4297","1 CASE +","30 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-refried-12-30-oz/","LA PREFERIDA","","","","","","Badger Murphy","",""
,"BEANS REFRIED 6/#10","4227","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-refried-6-10/","LA PREFERIDA","","","","","","Badger Murphy","",""
,"BEANS VEGETARIAN 6/#10","4278","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/beans-vegetarian-6-10/","N/A","","","","","","Badger Murphy","",""
,"BEEF DICED 3/4 IN EXTRA LEAN 10 LB *","6213","10 LB. *","3/4 IN.","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-diced-3-4-in-extra-lean-10-lb/","N/A","","","","","","Badger Murphy","",""
,"BEEF GROUND 80/20 FROZEN 10 LB TUBE","6212A","10#/A","N/A","",,"","","","","TUBE","","https://www.badgermurphy.com/product/beef-ground-80-20-frozen-10-lb-tube/","N/A","","","","","","Badger Murphy","",""
,"BEEF GROUND ANGUS 2/5 LB *","6234","10 LB. *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-ground-angus-2-5-lb/","ANMAR FOODS","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 4/1 6 IN +","6165","1 CASE +","4/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-4-1-6-in/","EISENBERG","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 4/1 7 IN +","6184","1 CASE +","4/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-4-1-7-in/","BIG CITY REDS","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 4/1 FOOTLONG *","5222","1 CASE *","4/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-4-1-footlong/","VIENNA","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 4/1 SKINLESS 6 IN +","6160F","1 CASE +","4/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-4-1-skinless-6-in/","VIENNA","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 4/1 SKINLESS 7 IN +","5228","1 CASE +","4/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-4-1-skinless-7-in/","RH CHICAGO","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 5/1 SKINLESS 6 IN +","5226","1 CASE +","5/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-5-1-skinless-6-in/","RH CHICAGO","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 5/1 SKINLESS 6 IN +","6180","1 CASE +","5/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-5-1-skinless-6-in-2/","EISENBERG","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 8/1 6 IN +","6183","1 CASE +","8/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-8-1-6-in/","BIG CITY REDS","","","","","","Badger Murphy","",""
,"BEEF HOT DOGS 8/1 SKINLESS 6 IN","6160","10 LB.","8/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-hot-dogs-8-1-skinless-6-in/","VIENNA","","","","","","Badger Murphy","",""
,"BEEF PATS 2/1 FRESH *","6211","10 LB. *","8 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-pats-2-1-fresh/","RUPRECHT","","","","","","Badger Murphy","",""
,"BEEF PATS 3/1 FROZEN 10 LB +","6210D","10 LB. +","5.3 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-pats-3-1-frozen-10-lb/","RUPRECHT","","","","","","Badger Murphy","",""
,"BEEF PATS 3/1 FRESH 10 LB *","6208","10 LB. *","3/1","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-pats-3-1-fresh-10-lb/","RUPRECHT","","","","","","Badger Murphy","",""
,"BEEF PATS 4/1 6/3 LB","6211A","18 LB.","4 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/beef-pats-4-1-6-3-lb/","CHGO STYLE","","","","","","Badger Murphy","",""
