description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
Beef Fat Shortening,Beef Fat Shortening,928187,,50 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/pancetta-guanciale/928187_0.jpg,78684645121,,,https://www.chefswarehouse.com/products/928187/,NEWOL,,Cheese,,NEWOL,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pancetta-guanciale/928187_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Pancetta & Guanciale"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Pancetta & Guanciale"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_928187-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""50 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""928187""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_928187-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""50 LB Case""}}],""businessUnit"":""200001""}]}"
"Olympia Provisions Kasekrainer Sausage is a harmonious blend of high-quality pork, smoky bacon, and a decadent pocket of Emmental cheese. Each bite is a burst of savory richness, elevated by the irresistible smokiness of the sausage. We believe in preserving the art of traditional sausage-making, and our Kasekrainer Sausage is a testament to that commitment. It is meticulously crafted in small batches, ensuring that every link is a work of culinary art. We understand that consistency is paramount in the culinary world. Our Kasekrainer Sausage undergoes rigorous quality control measures, ensuring that each sausage meets the highest standards, preserving the flavors and textures that make it exceptional.",Kasekrainer Sausage,1008825,,2 x 5 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008825_0.jpg,,,,https://www.chefswarehouse.com/products/1008825/,OLYMPIA PROVISIONS,,Cheese,,OLYMPIA PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008825_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1008825-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008825""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008825-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 5 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_1008825-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008825""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008825-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 5 LB Case""}}],""businessUnit"":""200001""}]}"
"Lightly Smoky and spiced with peperoncino, paprika and garlic, our pepperoni is slowly aged and air dried, perfect on pizzas or right out of the pack. Fra' Mani Salame starts with the highest quality meat, humanely raised from family farms. Then we add a proprietary blend of spices before slowly aging for incredible flavor. Pre-sliced this artisan salame comes ready to serve. Add to charcuterie boards, sandwiches, pizzas or simply snack on its own.",Uncured Sliced Pepperoni,10758211N,,12x2.5 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10758211n_0.jpg,8.52E+11,,,https://www.chefswarehouse.com/products/10758211N/,FRA'MANI,,Cheese,,FRA'MANI,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10758211n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10758211N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x2.5 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10758211N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10758211N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x2.5 Oz Case""}}],""businessUnit"":""200001""}]}"
"Originating in Spain’s southwestern region, this Iberico Belotta Paleta is a true savory star. Cut from the shoulder, its succulent texture and touch of sweetness make it a must-have for even the most exquisite of charcuterie boards. Fed a pure acorn diet and never crossbred, each Pata Negra pig is designated two hectares of space to roam. Given similarities in the nutrition profiles of acorns and olive oil, this unique diet has led to the breed’s reputation as “an olive tree with four legs.” Each and every cut is given careful consideration and cured for up to five years, leading to over a century of experience in producing the finest quality ham.",Iberico Bellota Paleta,1008163N,,4.5 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/1008163n_0.jpg,,,,https://www.chefswarehouse.com/products/1008163N/,CINCO JOTAS,,Cheese,,,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/1008163n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1008163N-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""4.5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008163N""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008163N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""4.5 LB Case""}}],""businessUnit"":""200001""}]}"
Olli Prosciutto Mozzarella & Cracker Snack Pack,PROSCIUTTO MOZZ SNACK PACK,SNK33900N,,10x2 Oz Case,,,,,https://www.chefswarehouse.comundefined,8.13E+11,,,https://www.chefswarehouse.com/products/SNK33900N/,OLLI,,Cheese,,OLLI SALUMERIA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Prosciutto"",""sub-category"":""Prosciutto"",""sub-sub-category"":""Kits & Variety Packs"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_SNK33900N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""10x2 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""SNK33900N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_SNK33900N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""10x2 Oz Case""}}],""businessUnit"":""200001""}]}"
Typical to the Southern part of Italy which is famous for this type of sausage.,Sweet Dry Sausage Salami,BC600107A,,10 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/bc600107a_0.jpg,,,,https://www.chefswarehouse.com/products/BC600107A/,ALPS,,Cheese,,ALPS PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/bc600107a_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_BC600107A-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""10 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC600107A""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC600107A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""10 LB Case""}}],""businessUnit"":""200001""}]}"
"This rich, ﬂavorful Black Truﬄe Salami has an excellent balance of seasoning and ﬂavor. The pork meat is blended with 5% Black Truﬄes from the Périgord region of France, Armagnac, and spices. It is dry-cured, fermented, and then aged for 90 days.",Black Truffle Salami,10916611,,10 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10916611_0.jpg,89575901028,,,https://www.chefswarehouse.com/products/10916611/,FABRIQUE DELICES,,Cheese,,FABRIQUE DELICES,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10916611_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10916611-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""10 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10916611""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10916611-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""10 LB Case""}}],""businessUnit"":""200001""}]}"
"Gently steam-cooked for more than 24 hours, our Prosciutto Cotto is seasoned with natural aromas according to Italian tradition. The result is a tender and flavorful slice.",Prosciutto Cotto,10953139,,1x20 LB Case CW,,,,,https://www.chefswarehouse.com/siteassets/pim-images/smoked-cooked-meats-/10953139_0.jpg,,,,https://www.chefswarehouse.com/products/10953139/,MARTELLI,,Cheese,,MARTELLI SALUMI SPA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/smoked-cooked-meats-/10953139_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Smoked & Cooked Meats"",""sub-category"":""Smoked & Cooked Meats"",""sub-sub-category"":""Smoked & Cooked Meats"",""supplier_name"":"""",""country_of_origin"":""Italy"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10953139-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x20 LB Case CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10953139""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10953139-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x20 LB Case CW""}}],""businessUnit"":""200001""}]}"
"SPANISH STYLE SPREADABLE SALAMI - Decadent black truffle, spreadable salami. Laced with minced black truffles, sweet Calabrian peppers, and finished with black trufflesalt. ThisuniquerecipeisourversionofthespreadablesalamifromUmbriaknownas Cisco. Umbria is known for producing black truffles, which add depth to this rich salad. Eat on crostoni, or mix into some fresh pasta for a simple, yet luxurious dish! Cremosa Tartufata is our take on the fiasco, the rare delicacy of Umbria, a region renowned for its black truffles. Made with Berkshire pork and sweet Calabrian pepper, we incorporate the highest quality Italian black truffles from Savini to complement this luxurious spreadable salami. Rich and buttery, Cremosa Tartufata is amazing simply tossed with your favorite pasta, or spread over crostini.",Cremosa Tartufata Spread,10843360,,12x4.5 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10843360_0.jpg,,,,https://www.chefswarehouse.com/products/10843360/,TEMPESTA,,Cheese,,TEMPESTA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10843360_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10843360-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x4.5 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10843360""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10843360-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x4.5 Oz Case""}}],""businessUnit"":""200001""}]}"
"This rich, flavorful French Wild Boar Salami (saucisson de sanglier) has an excellent balance of seasoning and flavor. The wild boar meat is blended with fresh garlic, sea salt, and black peppercorn in an all natural pork casing, cured 30 days, and then hand-tied.",Wild Boar Salami,10286524N,,10 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10286524n_0.jpg,89575901011,,,https://www.chefswarehouse.com/products/10286524N/,FABRIQUE DELICES,,Cheese,,FABRIQUE DELICES,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10286524n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10286524N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""10 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10286524N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10286524N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""10 LB Case""}}],""businessUnit"":""200001""}]}"
"For more than 30 years Fabrique Delices has been preparing time-honored classics alongside innovative new products. Made in small batches the Artisanal and Traditional way, according to Authentic French recipes. We take pride in sourcing the finest ducks, known for their tender and flavorful meat. Our commitment to quality ensures every bite is a symphony of rich, authentic flavors. Rooted in centuries-old French tradition, our Duck Rillettes is a testament to the art of preservation. Succulent duck meat is slowly simmered, gently rendered, and expertly seasoned to create a luxurious and velvety texture.  From being a star on charcuterie boards to enhancing gourmet sandwiches, pastries, or as a standalone delicacy, our Duck Rillettes is a versatile ingredient that inspires culinary innovation.",Duck Rillettes,EI800239,,6x7 Oz,,,,,https://www.chefswarehouse.com/siteassets/pim-images/pate-/ei800239_0.jpg,,,,https://www.chefswarehouse.com/products/EI800239/,FABRIQUE DELICES,,Cheese,,FABRIQUE DELICES,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pate-/ei800239_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Pate"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Pate"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_EI800239-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x7 Oz"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""EI800239""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_EI800239-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x7 Oz""}}],""businessUnit"":""200001""}]}"
Hot Dry Sausage Salami,Hot Dry Sausage Salami,BC600106A,,10 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/bc600106a_0.jpg,5.01E+13,,,https://www.chefswarehouse.com/products/BC600106A/,ALPS,,Cheese,,ALPS PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/bc600106a_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_BC600106A-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""10 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC600106A""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC600106A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""10 LB Case""}}],""businessUnit"":""200001""}]}"
"Traditional to the smoked salami from Naples, Olli Napoli Salami is smoked over applewood giving it a complex, hearty flavor. Its mild taste makes it a great snack to pair with an assortment of wines, cheeses and beyond.",Applewood Smoke Napoli Salami Sliced,10315233,,20 x 4 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10315233_0.jpg,,,,https://www.chefswarehouse.com/products/10315233/,OLLI SALUMERIA,,Cheese,,OLLI SALUMERIA AMERICANA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10315233_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10315233-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""20 x 4 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10315233""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10315233-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""20 x 4 Oz Case""}}],""businessUnit"":""200001""}]}"
"Originating in Spain’s southwestern region, this Boneless Iberico de Bellota is a true savory star. Its succulent texture and touch of sweetness make it a must-have for even the most exquisite of charcuterie boards. Fed a pure acorn diet and never crossbred, each Pata Negra pig is designated two hectares of space to roam. Given similarities in the nutrition profiles of acorns and olive oil, this unique diet has led to the breed’s reputation as “an olive tree with four legs.” Each and every cut is given careful consideration and cured for up to five years, leading to over a century of experience in producing the finest quality ham.",Boneless Iberico de Bellota,1008164N,,1x8 LB Piece CW,,,,,https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/1008164n_0.jpg,,,,https://www.chefswarehouse.com/products/1008164N/,CINCO JOTAS,,Cheese,,,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/1008164n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1008164N-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""1x8 LB Piece CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008164N""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008164N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x8 LB Piece CW""}}],""businessUnit"":""200001""}]}"
,Volpi Bresaola,10815342N,,2x2.5 LB BC CW,,,,,https://www.chefswarehouse.comundefined,7.65E+11,,,https://www.chefswarehouse.com/products/10815342N/,VOLPI,,Cheese,,PEND,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10815342N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2x2.5 LB BC CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10815342N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10815342N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2x2.5 LB BC CW""}}],""businessUnit"":""200001""},{""code"":""JDE_10815342N-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2x2.5 LB BC CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10815342N""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10815342N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2x2.5 LB BC CW""}}],""businessUnit"":""200001""}]}"
