description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"Our artisanal recipe starts with hand-boned and trimmed chicken breast that is double smoked with a variety of all-natural hard woods, giving it incredible moisture, a sweet flavor, and a light woody finish. We use no additives, fillers, liquid smoke or nitrites.",Double Smoked Chicken Breast,MC100A,,10x1.5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/mc100a_0.jpg,,,,https://www.chefswarehouse.com/products/MC100A/,MOSNER,,,,DAVID MOSNER,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/mc100a_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Poultry"",""Level 3 Category"":""Breast"",""Level 4 Category"":""Chicken, Duck, Turkey"",""product_variants"":""[{\""code\"":\""JDE_MC100A-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10x1.5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MC100A\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MC100A-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10x1.5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"For more than 30 years Fabrique Delices has been preparing time-honored classics alongside innovative new products. Made in small batches the Artisanal and Traditional way, according to Authentic French recipes. We take pride in sourcing the finest ducks, known for their tender and flavorful meat. Our commitment to quality ensures every bite is a symphony of rich, authentic flavors. Rooted in centuries-old French tradition, our Duck Rillettes is a testament to the art of preservation. Succulent duck meat is slowly simmered, gently rendered, and expertly seasoned to create a luxurious and velvety texture. From being a star on charcuterie boards to enhancing gourmet sandwiches, pastries, or as a standalone delicacy, our Duck Rillettes is a versatile ingredient that inspires culinary innovation.",Duck Rillettes,927630,,12x3.1 Oz BC,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/duck-quail/927630_0.jpg,1.01E+13,,,https://www.chefswarehouse.com/products/927630/,FABRIQUE DELICES,,,,FABRIQUE DELICES,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/duck-quail/927630_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Duck & Quail"",""sub-category"":""Poultry"",""sub-sub-category"":""Duck & Quail"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Exotic Meat"",""Level 3 Category"":""Scraps"",""Level 4 Category"":""Boar, Elk, General"",""product_variants"":""[{\""code\"":\""JDE_927630-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""12x3.1 Oz BC\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""927630\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_927630-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""12x3.1 Oz BC\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_927630-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""12x3.1 Oz BC\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""927630\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_927630-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""12x3.1 Oz BC\""}}],\""businessUnit\"":\""200001\""}]""}"
"Our Boneless Chicken Chunks are:
• Made from the best quality, all‐natural chicken.
Better care means better flavor.
• Dill Brined to enhance your favorite go‐to meal
• Bold and delicious
• Free of artificial ingredients
and fillers.
Just 100% delicious crispy chicken!
• Ready when you are.
Flash frozen at the peak of freshness for your convenience.",Antibiotic Free Homestyle Chicken Spicy Boneless Chunks,F6323,,4x5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/f6323_0.jpg,,,,https://www.chefswarehouse.com/products/F6323/,FREEBIRD CHICKEN,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/f6323_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Lamb"",""Level 3 Category"":""Whole"",""Level 4 Category"":""Veal, Rabbit"",""product_variants"":""[{\""code\"":\""JDE_F6323-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""F6323\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_F6323-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
Antibiotic Free Cheese & Tomato Chicken Sausage is a General product from the Bacon part of Pork.,Antibiotic Free Cheese & Tomato Chicken Sausage,F6503,,5 x 1 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/f6503_0.jpg,,,,https://www.chefswarehouse.com/products/F6503/,FREEBIRD CHICKEN,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/f6503_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Sausage"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_F6503-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5 x 1 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""F6503\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_F6503-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5 x 1 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Let's Talk Chicken! Our line of Wayne Farms prepared chicken products are scrumptiously innovative. Whether fully cooked or ready to cook our Wayne Farms products provide back-of-house and serving convenience for versatility. Consistently sized for portion control, they offer added value to a variety of preparation styles and can enhance your menu in any daypart. We will work with you to select the perfect prepared chicken choices for your operational needs.","1/2"" Diced Cooked Chicken",10934131,,2 x 5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/10934131_0.jpg,,,,https://www.chefswarehouse.com/products/10934131/,WAYNE FARMS,,,,WAYNE FARMS,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/10934131_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Poultry"",""Level 3 Category"":""Drumstick"",""Level 4 Category"":""General"",""product_variants"":""[{\""code\"":\""JDE_10934131-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2 x 5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10934131\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10934131-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Humanely raised on family farms, fed a vegetarian diet, and never ever given antibiotics or added growth Hormones or Steroids these chicken breast cutlets are are great for a scrumptious dinner prepared with your favorite marinade and sides",Antibiotic Free Whole Trussed Chicken,MC152,,12 x 3 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/mc152_0.jpg,9.78E+13,,,https://www.chefswarehouse.com/products/MC152/,FREEBIRD CHICKEN,,,,HAIN PURE PROTEIN,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/mc152_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Whole"",""Level 4 Category"":""Veal"",""product_variants"":""[{\""code\"":\""JDE_MC152-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""12 x 3 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MC152\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MC152-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""12 x 3 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
Antibiotic-Free Marinated Balducci Chicken WOG is a General product from the Plant-Based Protein part of Protein (Other).,Antibiotic-Free Marinated Balducci Chicken WOG,MC114A,,1 x 12 Count Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/mc114a_0.jpg,,,,https://www.chefswarehouse.com/products/MC114A/,FREEBIRD CHICKEN,,,,HAIN PURE PROTEIN,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/mc114a_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Protein (Other)"",""Level 3 Category"":""Plant-Based Protein"",""Level 4 Category"":""General"",""product_variants"":""[{\""code\"":\""JDE_MC114A-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1 x 12 Count Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MC114A\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MC114A-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1 x 12 Count Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Antibiotic Free Chicken Trussed WOG is a General, Wagyu product from the Brisket part of Beef.",Antibiotic Free Chicken Trussed WOG,78586A,,1x42 LB Case CW 1625,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/78586a_0.jpg,,,,https://www.chefswarehouse.com/products/78586A/,FREEBIRD CHICKEN,,,,,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/chicken-turkey/78586a_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Brisket"",""Level 4 Category"":""General, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_78586A-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x42 LB Case CW 1625\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""78586A\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_78586A-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x42 LB Case CW 1625\""}}],\""businessUnit\"":\""200001\""}]""}"
"Chicken Tender Fritter Golden is a Veal, Pheasant product from the Leg part of Exotic Meat.",Chicken Tender Fritter Golden,1106457,,1x10 LB Case,, ,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/1106457/,TYSON,,,,TYSON,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Exotic Meat"",""Level 3 Category"":""Leg"",""Level 4 Category"":""Pheasant"",""product_variants"":""[{\""code\"":\""JDE_1106457-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""1106457\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_1106457-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
Chicken Whole Heri 3.5-4lb is a General product from the Shank part of Lamb.,Chicken Whole Heri 3.5-4lb,1096068F,,10x3.5-4 LB Case CW,, ,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/1096068F/,HUDSON VALLEY,,,,HUDSON VALLEY,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Shank"",""Level 4 Category"":""General, Veal"",""product_variants"":""[{\""code\"":\""JDE_1096068F-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10x3.5-4 LB Case CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""1096068F\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_1096068F-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10x3.5-4 LB Case CW\""}}],\""businessUnit\"":\""200001\""}]""}"
Chicken breast single lobe 6oz is a General product from the Ham part of Pork.,Chicken breast single lobe 6oz,99874,,1x20 LB Case,, ,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/99874/,PACKER,,,,,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Ham"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_99874-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x20 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""99874\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_99874-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x20 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
CHICKEN AIRLINE SEARED HERB is a General product from the Thigh part of Poultry.,CHICKEN AIRLINE SEARED HERB,10954801,,5x5 Count Case,, ,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/10954801/,CUISINE SOLUTIONS,,,,CUISINE SOLUTIONS,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Poultry"",""Level 3 Category"":""Thigh"",""Level 4 Category"":""Chicken, Turkey"",""product_variants"":""[{\""code\"":\""JDE_10954801-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""5x5 Count Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10954801\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10954801-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5x5 Count Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Antibiotic Free Chicken Breast Boneless, Skinless Thin  is a General product from the FinFish part of Seafood.","Antibiotic Free Chicken Breast Boneless, Skinless Thin ",MC1310F,,4x10LB Case #1310,, ,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/MC1310F/,FREEBIRD CHICKEN,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Skin"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_MC1310F-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x10LB Case #1310\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MC1310F\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MC1310F-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x10LB Case #1310\""}}],\""businessUnit\"":\""200001\""}]""}"
CHICKEN BREAST CRUNCHY is a General product from the Tofu part of Protein (Other).,CHICKEN BREAST CRUNCHY,1107618,,1x14 LB Case,, ,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/1107618/,CUISINE SOLUTIONS,,,,CUISINE SOLUTIONS,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Poultry"",""Level 3 Category"":""Breast"",""Level 4 Category"":""Chicken, Duck, Turkey"",""product_variants"":""[{\""code\"":\""JDE_1107618-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x14 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""1107618\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_1107618-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x14 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Turkey breast raw netted abf is a Angus, General, Veal, Wagyu product from the Chuck part of Beef.",Turkey breast raw netted abf,1110107,,4x5 LB Case CW,, ,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/1110107/,KOCH FOODS,,,,KOCH'S,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Chicken & Turkey"",""sub-category"":""Poultry"",""sub-sub-category"":""Chicken & Turkey"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Chuck"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_1110107-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x5 LB Case CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""1110107\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_1110107-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x5 LB Case CW\""}}],\""businessUnit\"":\""200001\""}]""}"
